date,title,artist,current,previous,peak,weeks
2018-12-29,"Thank U, Next","Ariana Grande",1,1,1,7
2018-12-29,"Without Me","Halsey",2,2,2,11
2018-12-29,"Sicko Mode","Travis Scott",3,3,1,20
2018-12-29,"Sunflower (Spider-Man: Into The Spider-Verse)","Post Malone & Swae Lee",4,7,4,9
2018-12-29,"Happier","Marshmello & Bastille",5,4,3,18
2018-12-29,"High Hopes","Panic! At The Disco",6,5,5,20
2018-12-29,"All I Want For Christmas Is You","Mariah Carey",7,6,6,29
2018-12-29,"ZEZE","Kodak Black Featuring Travis Scott & Offset",8,9,2,10
2018-12-29,"Drip Too Hard","Lil Baby & Gunna",9,8,4,14
2018-12-29,"It's The Most Wonderful Time Of The Year","Andy Williams",10,13,10,9
2018-12-29,"Rockin' Around The Christmas Tree","Brenda Lee",11,18,11,26
2018-12-29,"A Holly Jolly Christmas","Burl Ives",12,21,12,9
2018-12-29,"Jingle Bell Rock","Bobby Helms",13,15,13,24
2018-12-29,"Wake Up In The Sky","Gucci Mane X Bruno Mars X Kodak Black",14,11,11,14
2018-12-29,"Girls Like You","Maroon 5 Featuring Cardi B",15,10,1,30
2018-12-29,"Mo Bamba","Sheck Wes",16,12,6,17
2018-12-29,"The Christmas Song (Merry Christmas To You)","Nat King Cole",17,24,17,16
2018-12-29,"Eastside","benny blanco, Halsey & Khalid",18,16,16,23
2018-12-29,"Breathin","Ariana Grande",19,14,12,18
2018-12-29,"Youngblood","5 Seconds Of Summer",20,22,7,29
2018-12-29,"Better Now","Post Malone",21,20,3,34
2018-12-29,"Going Bad","Meek Mill Featuring Drake",22,17,6,3
2018-12-29,"Lucid Dreams","Juice WRLD",23,19,2,32
2018-12-29,"Imagine","Ariana Grande",24,0,24,1
2018-12-29,"Taki Taki","DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",25,25,11,12
2018-12-29,"MIA","Bad Bunny Featuring Drake",26,26,5,10
2018-12-29,"Last Christmas","Wham!",27,31,27,8
2018-12-29,"Rudolph The Red-Nosed Reindeer","Gene Autry",28,27,27,3
2018-12-29,"Trip","Ella Mai",29,23,11,20
2018-12-29,"Money","Cardi B",30,29,13,9
2018-12-29,"Leave Me Alone","Flipp Dinero",31,28,27,14
2018-12-29,"Let It Snow, Let It Snow, Let It Snow","Dean Martin",32,32,32,3
2018-12-29,"Sleigh Ride","The Ronettes",33,41,33,2
2018-12-29,"Feliz Navidad","Jose Feliciano",34,42,34,4
2018-12-29,"Here Comes Santa Claus (Right Down Santa Claus Lane)","Gene Autry",35,40,35,2
2018-12-29,"Speechless","Dan + Shay",36,34,33,15
2018-12-29,"Love Lies","Khalid & Normani",37,30,9,44
2018-12-29,"Beautiful","Bazzi Featuring Camila Cabello",38,36,30,20
2018-12-29,"Better","Khalid",39,35,29,14
2018-12-29,"I Like It","Cardi B, Bad Bunny & J Balvin",40,38,1,37
2018-12-29,"(There's No Place Like) Home For The Holidays","Perry Como",41,0,41,1
2018-12-29,"It's Beginning To Look A Lot Like Christmas","Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra",42,0,42,1
2018-12-29,"Natural","Imagine Dragons",43,43,13,22
2018-12-29,"Shallow","Lady Gaga & Bradley Cooper",44,39,5,12
2018-12-29,"Happy Xmas (War Is Over)","John & Yoko/The Plastic Ono Band With The Harlem Community Choir",45,0,45,1
2018-12-29,"Calling My Spirit","Kodak Black",46,53,46,3
2018-12-29,"Wonderful Christmastime","Paul McCartney",47,0,47,1
2018-12-29,"White Christmas","Bing Crosby",48,0,12,14
2018-12-29,"Uproar","Lil Wayne",49,44,7,12
2018-12-29,"Christmas (Baby Please Come Home)","Darlene Love",50,0,50,1
2018-12-29,"She Got The Best Of Me","Luke Combs",51,47,34,19
2018-12-29,"BAD!","XXXTENTACION",52,33,16,6
2018-12-29,"Dangerous","Meek Mill Featuring Jeremih & PnB Rock",53,49,31,18
