date,title,artist,current,previous,peak,weeks
2009-12-26,"Empire State Of Mind","Jay-Z + Alicia Keys",1,1,1,14
2009-12-26,"TiK ToK","Ke$ha",2,3,2,10
2009-12-26,"Bad Romance","Lady Gaga",3,2,2,7
2009-12-26,"Replay","Iyaz",4,4,4,17
2009-12-26,"Fireflies","Owl City",5,5,1,17
2009-12-26,"Sexy Chick","David Guetta Featuring Akon",6,7,6,19
2009-12-26,"Whatcha Say","Jason Derulo",7,6,1,18
2009-12-26,"Meet Me Halfway","The Black Eyed Peas",8,8,7,13
2009-12-26,"3","Britney Spears",9,9,1,10
2009-12-26,"Down","Jay Sean Featuring Lil Wayne",10,10,1,24
2009-12-26,"Paparazzi","Lady Gaga",11,11,6,16
2009-12-26,"Sweet Dreams","Beyonce",12,12,10,21
2009-12-26,"How Low","Ludacris",13,0,13,1
2009-12-26,"Forever","Drake Featuring Kanye West, Lil Wayne & Eminem",14,15,8,13
2009-12-26,"Already Gone","Kelly Clarkson",15,13,13,20
2009-12-26,"Do You Remember","Jay Sean Featuring Sean Paul & Lil Jon",16,19,16,6
2009-12-26,"Party In The U.S.A.","Miley Cyrus",17,14,2,18
2009-12-26,"I Gotta Feeling","The Black Eyed Peas",18,17,1,27
2009-12-26,"Need You Now","Lady Antebellum",19,16,5,18
2009-12-26,"BedRock","Young Money Featuring Lloyd",20,24,20,3
2009-12-26,"Hard","Rihanna Featuring Jeezy",21,20,19,4
2009-12-26,"You Belong With Me","Taylor Swift",22,18,2,34
2009-12-26,"Use Somebody","Kings Of Leon",23,21,4,46
2009-12-26,"I Can Transform Ya","Chris Brown Featuring Lil Wayne & Swizz Beatz",24,22,20,10
2009-12-26,"Evacuate The Dancefloor","Cascada",25,25,25,18
2009-12-26,"Money To Blow","Birdman Featuring Lil Wayne & Drake",26,26,26,10
2009-12-26,"Fifteen","Taylor Swift",27,23,23,15
2009-12-26,"Two Is Better Than One","Boys Like Girls Featuring Taylor Swift",28,32,28,8
2009-12-26,"Baby By Me","50 Cent Featuring Ne-Yo",29,31,28,7
