date,title,artist,current,previous,peak,weeks
2006-12-30,"Irreplaceable","Beyonce",1,1,1,9
2006-12-30,"I Wanna Love You","Akon Featuring Snoop Dogg",2,2,1,12
2006-12-30,"Smack That","Akon Featuring Eminem",3,4,2,13
2006-12-30,"Fergalicious","Fergie",4,3,3,13
2006-12-30,"My Love","Justin Timberlake Featuring T.I.",5,5,1,15
2006-12-30,"Say It Right","Nelly Furtado",6,6,6,6
2006-12-30,"We Fly High","Jim Jones",7,8,7,11
2006-12-30,"How To Save A Life","The Fray",8,9,3,36
2006-12-30,"Shortie Like Mine","Bow Wow Featuring Chris Brown & Johnta Austin",9,10,9,11
2006-12-30,"Lips Of An Angel","Hinder",10,11,3,23
2006-12-30,"Promise","Ciara",11,14,11,6
2006-12-30,"Wind It Up","Gwen Stefani",12,7,6,7
2006-12-30,"Walk It Out","Unk",13,15,13,15
2006-12-30,"I Luv It","Young Jeezy",14,22,14,5
2006-12-30,"Money Maker","Ludacris Featuring Pharrell",15,13,1,19
2006-12-30,"SexyBack","Justin Timberlake",16,18,1,24
2006-12-30,"Chasing Cars","Snow Patrol",17,19,5,31
2006-12-30,"It Ends Tonight","The All-American Rejects",18,16,11,12
2006-12-30,"Keep Holding On","Avril Lavigne",19,17,17,3
2006-12-30,"Far Away","Nickelback",20,20,8,22
2006-12-30,"Hurt","Christina Aguilera",21,21,19,12
2006-12-30,"Walk Away (Remember Me)","Paula DeAnda Featuring The DEY",22,26,22,11
2006-12-30,"Before He Cheats","Carrie Underwood",23,24,16,16
2006-12-30,"That's That","Snoop Dogg Featuring R. Kelly",24,25,20,5
2006-12-30,"You Don't Know","Eminem, 50 Cent, Lloyd Banks & Ca$his",25,12,12,2
2006-12-30,"You","Lloyd Featuring Lil Wayne",26,32,26,6
2006-12-30,"Welcome To The Black Parade","My Chemical Romance",27,27,13,14
2006-12-30,"Say Goodbye","Chris Brown",28,23,10,19
2006-12-30,"Waiting On The World To Change","John Mayer",29,29,20,23
2006-12-30,"Make It Rain","Fat Joe Featuring Lil Wayne",30,30,30,7
2006-12-30,"Runaway Love","Ludacris Featuring Mary J. Blige",31,41,31,5
2006-12-30,"Money In The Bank","Lil Scrappy Featuring Young Buck",32,28,28,14
2006-12-30,"My Wish","Rascal Flatts",33,33,28,15
2006-12-30,"Call Me When You're Sober","Evanescence",34,31,10,18
2006-12-30,"Too Little Too Late","JoJo",35,34,3,18
2006-12-30,"She's Everything","Brad Paisley",36,35,35,11
2006-12-30,"Wait A Minute","The Pussycat Dolls Featuring Timbaland",37,39,37,6
2006-12-30,"What Goes Around...Comes Around","Justin Timberlake",38,64,38,2
2006-12-30,"Want To","Sugarland",39,38,32,13
2006-12-30,"Watching You","Rodney Atkins",40,45,40,7
2006-12-30,"Through Glass","Stone Sour",41,44,41,20
2006-12-30,"Stuntin' Like My Daddy","Birdman & Lil Wayne",42,36,21,16
2006-12-30,"My Little Girl","Tim McGraw",43,40,35,14
2006-12-30,"It's Not Over","Daughtry",44,51,44,4
2006-12-30,"Tim McGraw","Taylor Swift",45,46,44,15
2006-12-30,"What Hurts The Most","Rascal Flatts",46,50,6,46
