date,title,artist,current,previous,peak,weeks
2016-12-31,"Black Beatles","Rae Sremmurd Featuring Gucci Mane",1,1,1,14
2016-12-31,"Starboy","The Weeknd Featuring Daft Punk",2,2,2,13
2016-12-31,"Closer","The Chainsmokers Featuring Halsey",3,3,1,20
2016-12-31,"24K Magic","Bruno Mars",4,4,4,10
2016-12-31,"Side To Side","Ariana Grande Featuring Nicki Minaj",5,5,4,16
2016-12-31,"I Don't Wanna Live Forever (Fifty Shades Darker)","Zayn / Taylor Swift",6,0,6,1
2016-12-31,"Deja Vu","J. Cole",7,0,7,1
2016-12-31,"Juju On That Beat (TZ Anthem)","Zay Hilfigerrr & Zayion McCall",8,6,5,12
2016-12-31,"Let Me Love You","DJ Snake Featuring Justin Bieber",9,8,4,19
2016-12-31,"Don't Wanna Know","Maroon 5 Featuring Kendrick Lamar",10,7,7,10
2016-12-31,"Immortal","J. Cole",11,0,11,1
2016-12-31,"Fake Love","Drake",12,11,10,8
2016-12-31,"Neighbors","J. Cole",13,0,13,1
2016-12-31,"Bad Things","Machine Gun Kelly x Camila Cabello",14,10,10,7
2016-12-31,"Heathens","twenty one pilots",15,9,2,26
2016-12-31,"Caroline","Amine",16,15,12,15
2016-12-31,"Broccoli","D.R.A.M. Featuring Lil Yachty",17,12,5,27
2016-12-31,"Scars To Your Beautiful","Alessia Cara",18,13,13,16
2016-12-31,"Starving","Hailee Steinfeld & Grey Featuring Zedd",19,14,12,20
2016-12-31,"All I Want For Christmas Is You","Mariah Carey",20,17,11,17
2016-12-31,"Change","J. Cole",21,0,21,1
2016-12-31,"She's Mine Pt.1","J. Cole",22,0,22,1
2016-12-31,"For Whom The Bell Tolls","J. Cole",23,0,23,1
2016-12-31,"Ville Mentality","J. Cole",24,0,24,1
2016-12-31,"I Hate U I Love U","gnash Featuring Olivia O'Brien",25,16,10,35
2016-12-31,"Bad And Boujee","Migos Featuring Lil Uzi Vert",26,24,24,5
2016-12-31,"Love On The Brain","Rihanna",27,20,20,9
2016-12-31,"The Greatest","Sia Featuring Kendrick Lamar",28,18,18,15
2016-12-31,"4 Your Eyez Only","J. Cole",29,0,29,1
2016-12-31,"Foldin Clothes","J. Cole",30,0,30,1
2016-12-31,"Bounce Back","Big Sean",31,39,31,6
2016-12-31,"Treat You Better","Shawn Mendes",32,19,6,28
2016-12-31,"I Feel It Coming","The Weeknd Featuring Daft Punk",33,28,22,4
2016-12-31,"She's Mine Pt. 2","J. Cole",34,0,34,1
2016-12-31,"In The Name Of Love","Martin Garrix & Bebe Rexha",35,25,24,18
2016-12-31,"All Time Low","Jon Bellion",36,33,32,10
2016-12-31,"Love Me Now","John Legend",37,23,23,8
2016-12-31,"Blue Ain't Your Color","Keith Urban",38,30,24,14
2016-12-31,"Can't Stop The Feeling!","Justin Timberlake",39,32,1,32
2016-12-31,"Cold Water","Major Lazer Featuring Justin Bieber & MO",40,21,2,21
2016-12-31,"Cheap Thrills","Sia Featuring Sean Paul",41,26,1,44
2016-12-31,"Unsteady","X Ambassadors",42,22,20,31
2016-12-31,"Don't Let Me Down","The Chainsmokers Featuring Daya",43,31,3,44
2016-12-31,"Mercy","Shawn Mendes",44,38,35,13
2016-12-31,"Hallelujah","Pentatonix",45,45,32,8
2016-12-31,"Jingle Bell Rock","Bobby Helms",46,35,35,18
2016-12-31,"OOOUUU","Young M.A",47,27,19,16
2016-12-31,"Rockin' Around The Christmas Tree","Brenda Lee",48,37,14,17
2016-12-31,"Chill Bill","Rob $tone Featuring J. Davi$ & Spooks",49,34,29,20
2016-12-31,"This Town","Niall Horan",50,41,25,12
2016-12-31,"X","21 Savage & Metro Boomin Featuring Future",51,43,36,14
2016-12-31,"Just Hold On","Steve Aoki & Louis Tomlinson",52,0,52,1
2016-12-31,"Party Monster","The Weeknd",53,29,16,4
2016-12-31,"False Prophets","J. Cole",54,93,54,2
2016-12-31,"No Heart","21 Savage & Metro Boomin",55,57,55,8
2016-12-31,"May We All","Florida Georgia Line Featuring Tim McGraw",56,42,30,16
2016-12-31,"Everybody Dies","J. Cole",57,0,57,1
2016-12-31,"You Was Right","Lil Uzi Vert",58,49,49,23
2016-12-31,"Wanna Be That Song","Brett Eldredge",59,53,53,11
2016-12-31,"Do You Mind","DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",60,44,27,19
2016-12-31,"Water Under The Bridge","Adele",61,58,58,6
2016-12-31,"Million Reasons","Lady Gaga",62,52,52,6
2016-12-31,"Come And See Me","PARTYNEXTDOOR Featuring Drake",63,56,55,24
