date,title,artist,current,previous,peak,weeks
2008-12-27,"Single Ladies (Put A Ring On It)","Beyonce",1,2,1,9
2008-12-27,"Live Your Life","T.I. Featuring Rihanna",2,1,1,12
2008-12-27,"Just Dance","Lady Gaga Featuring Colby O'Donis",3,4,3,19
2008-12-27,"Circus","Britney Spears",4,3,3,2
2008-12-27,"Whatever You Like","T.I.",5,5,1,19
2008-12-27,"Womanizer","Britney Spears",6,10,1,11
2008-12-27,"Heartless","Kanye West",7,16,4,6
2008-12-27,"Hot N Cold","Katy Perry",8,7,3,20
2008-12-27,"If I Were A Boy","Beyonce",9,6,3,10
2008-12-27,"Love Lockdown","Kanye West",10,8,3,13
2008-12-27,"Love Story","Taylor Swift",11,12,5,14
2008-12-27,"I'm Yours","Jason Mraz",12,11,6,35
2008-12-27,"Let It Rock","Kevin Rudolf Featuring Lil Wayne",13,15,5,16
2008-12-27,"Miss Independent","Ne-Yo",14,9,7,17
2008-12-27,"Right Now (Na Na Na)","Akon",15,13,8,12
2008-12-27,"So What","P!nk",16,14,1,17
2008-12-27,"Gotta Be Somebody","Nickelback",17,17,10,11
2008-12-27,"Can't Believe It","T-Pain Featuring Lil Wayne",18,23,7,20
2008-12-27,"Mrs. Officer","Lil Wayne Featuring Bobby Valentino & Kidd Kidd",19,18,16,17
2008-12-27,"Chicken Fried","Zac Brown Band",20,22,20,13
2008-12-27,"Rehab","Rihanna",21,25,21,6
2008-12-27,"Disturbia","Rihanna",22,21,1,26
2008-12-27,"Addicted","Saving Abel",23,24,20,27
2008-12-27,"Green Light","John Legend Featuring Andre 3000",24,27,24,15
2008-12-27,"Pop Champagne","Jim Jones & Ron Browz Featuring Juelz Santana",25,30,25,9
2008-12-27,"One More Drink","Ludacris Co-Starring T-Pain",26,28,25,7
2008-12-27,"Chopped 'N' Skrewed","T-Pain Featuring Ludacris",27,29,27,9
2008-12-27,"Better In Time","Leona Lewis",28,26,11,23
2008-12-27,"Beautiful","Akon Featuring Colby O'Donis & Kardinal Offishall",29,19,19,2
2008-12-27,"You Found Me","The Fray",30,20,15,4
2008-12-27,"I'm So Paid","Akon Featuring Lil Wayne & Young Jeezy",31,32,31,9
2008-12-27,"Viva La Vida","Coldplay",32,31,1,32
2008-12-27,"Roll With Me","Montgomery Gentry",33,33,33,14
2008-12-27,"Right Here (Departed)","Brandy",34,53,34,14
2008-12-27,"Love Remains The Same","Gavin Rossdale",35,39,27,28
2008-12-27,"Shattered (Turn The Car Around)","O.A.R.",36,36,36,19
2008-12-27,"Gives You Hell","The All-American Rejects",37,46,37,5
2008-12-27,"Closer","Ne-Yo",38,37,7,35
2008-12-27,"Bust Your Windows","Jazmine Sullivan",39,34,31,10
2008-12-27,"Untouched","The Veronicas",40,54,40,3
2008-12-27,"Human","The Killers",41,40,32,11
2008-12-27,"Already Gone","Sugarland",42,41,41,12
2008-12-27,"Crush","David Archuleta",43,35,2,18
2008-12-27,"Fall For You","Secondhand Serenade",44,44,21,27
2008-12-27,"Trading Places","Usher",45,47,45,7
2008-12-27,"Decode","Paramore",46,43,34,6
2008-12-27,"Spotlight","Jennifer Hudson",47,38,24,21
2008-12-27,"Light On","David Cook",48,56,17,10
2008-12-27,"Sober","P!nk",49,65,49,3
2008-12-27,"Here","Rascal Flatts",50,51,50,11
2008-12-27,"White Horse","Taylor Swift",51,52,13,5
2008-12-27,"Swagga Like Us","Jay-Z & T.I. Featuring Kanye West & Lil Wayne",52,42,5,14
2008-12-27,"In Color","Jamey Johnson",53,59,53,11
2008-12-27,"She Wouldn't Be Gone","Blake Shelton",54,57,54,8
2008-12-27,"Start A Band","Brad Paisley Duet With Keith Urban",55,58,55,9
2008-12-27,"Feel That Fire","Dierks Bentley",56,64,56,10
2008-12-27,"Country Boy","Alan Jackson",57,63,57,7
2008-12-27,"I Hate This Part","The Pussycat Dolls",58,73,58,3
2008-12-27,"Keeps Gettin' Better","Christina Aguilera",59,50,7,11
2008-12-27,"Cowgirls Don't Cry","Brooks & Dunn Featuring Reba McEntire",60,67,60,5
2008-12-27,"Just A Dream","Carrie Underwood",61,49,29,19
2008-12-27,"I Don't Care","Fall Out Boy",62,60,21,14
2008-12-27,"Don't","Billy Currington",63,66,63,8
2008-12-27,"My Life","The Game Featuring Lil Wayne",64,55,21,19
2008-12-27,"Put It On Ya","Plies Featuring Chris J",65,74,65,4
2008-12-27,"God Love Her","Toby Keith",66,79,66,4
2008-12-27,"Playa Cardz Right","Keyshia Cole Featuring 2Pac",67,77,67,5
2008-12-27,"Let It Go","Tim McGraw",68,48,47,14
2008-12-27,"Swing","Savage Featuring Soulja Boy Tell'em",69,62,45,20
2008-12-27,"Lookin' For A Good Time","Lady Antebellum",70,71,68,10
2008-12-27,"IfULeave","Musiq Soulchild Featuring Mary J. Blige",71,75,71,4
2008-12-27,"Sex On Fire","Kings Of Leon",72,68,56,8
2008-12-27,"Universal Mind Control","Common Featuring Pharrell",73,95,73,2
2008-12-27,"Sweet Thing","Keith Urban",74,72,43,5
2008-12-27,"Just Like Me","Jamie Foxx Featuring T.I.",75,0,75,1
2008-12-27,"Second Chance","Shinedown",76,91,76,3
2008-12-27,"You're Gonna Go Far, Kid","The Offspring",77,76,68,10
2008-12-27,"Down The Road","Kenny Chesney With Mac McAnally",78,85,78,2
2008-12-27,"Mad","Ne-Yo",79,97,79,2
2008-12-27,"T-Shirt","Shontelle",80,61,36,15
2008-12-27,"Come On Get Higher","Matt Nathanson",81,80,63,16
2008-12-27,"Seventeen Forever","Metro Station",82,0,82,1
2008-12-27,"Krazy","Pitbull Featuring Lil Jon",83,78,30,12
2008-12-27,"I Don't Care","Apocalyptica Featuring Adam Gontier",84,87,84,9
2008-12-27,"What About Now","Daughtry",85,82,18,19
2008-12-27,"Arab Money","Busta Rhymes Featuring Ron Browz",86,90,86,2
2008-12-27,"River Of Love","George Strait",87,94,87,2
2008-12-27,"Everybody Wants To Go To Heaven","Kenny Chesney With The Wailers",88,83,41,18
2008-12-27,"Broken","Lifehouse",89,89,89,8
2008-12-27,"Without You","Hinder",90,98,89,4
2008-12-27,"When It Hurts","Avant",91,0,91,1
2008-12-27,"Anything Goes","Randy Houser",92,93,92,4
2008-12-27,"She Got Her Own","Ne-Yo Featuring Jamie Foxx & Fabolous",93,0,93,1
2008-12-27,"Get Up","50 Cent",94,84,44,9
2008-12-27,"Bad Girlfriend","Theory Of A Deadman",95,96,75,11
2008-12-27,"Chasing Pavements","Adele",96,100,82,3
2008-12-27,"Love Remembers","Craig Morgan",97,81,73,9
2008-12-27,"See You In My Nightmares","Kanye West Featuring Lil Wayne",98,69,21,3
2008-12-27,"Dead And Gone","T.I. Featuring Justin Timberlake",99,0,76,2
2008-12-27,"No Me Doy Por Vencido","Luis Fonsi",100,99,92,9
2008-12-20,"Live Your Life","T.I. Featuring Rihanna",1,2,1,11
2008-12-20,"Single Ladies (Put A Ring On It)","Beyonce",2,1,1,8
2008-12-20,"Circus","Britney Spears",3,0,3,1
2008-12-20,"Just Dance","Lady Gaga Featuring Colby O'Donis",4,5,4,18
2008-12-20,"Whatever You Like","T.I.",5,4,1,18
2008-12-20,"If I Were A Boy","Beyonce",6,3,3,9
2008-12-20,"Hot N Cold","Katy Perry",7,6,3,19
2008-12-20,"Love Lockdown","Kanye West",8,13,3,12
2008-12-20,"Miss Independent","Ne-Yo",9,7,7,16
2008-12-20,"Womanizer","Britney Spears",10,9,1,10
2008-12-20,"I'm Yours","Jason Mraz",11,10,6,34
2008-12-20,"Love Story","Taylor Swift",12,12,5,13
2008-12-20,"Right Now (Na Na Na)","Akon",13,11,8,11
2008-12-20,"So What","P!nk",14,8,1,16
2008-12-20,"Let It Rock","Kevin Rudolf Featuring Lil Wayne",15,14,5,15
2008-12-20,"Heartless","Kanye West",16,19,4,5
2008-12-20,"Gotta Be Somebody","Nickelback",17,16,10,10
2008-12-20,"Mrs. Officer","Lil Wayne Featuring Bobby Valentino & Kidd Kidd",18,17,16,16
2008-12-20,"Beautiful","Akon Featuring Colby O'Donis & Kardinal Offishall",19,0,19,1
2008-12-20,"You Found Me","The Fray",20,15,15,3
2008-12-20,"Disturbia","Rihanna",21,18,1,25
2008-12-20,"Chicken Fried","Zac Brown Band",22,23,20,12
2008-12-20,"Can't Believe It","T-Pain Featuring Lil Wayne",23,20,7,19
2008-12-20,"Addicted","Saving Abel",24,24,20,26
