date,title,artist,current,previous,peak,weeks
2017-12-30,"Perfect","Ed Sheeran",1,1,1,16
2017-12-30,"Rockstar","Post Malone Featuring 21 Savage",2,2,1,13
2017-12-30,"Havana","Camila Cabello Featuring Young Thug",3,3,2,18
2017-12-30,"Gucci Gang","Lil Pump",4,4,3,14
2017-12-30,"Thunder","Imagine Dragons",5,5,4,33
2017-12-30,"MotorSport","Migos, Nicki Minaj & Cardi B",6,15,6,7
2017-12-30,"Too Good At Goodbyes","Sam Smith",7,6,4,14
2017-12-30,"Bad At Love","Halsey",8,8,8,15
2017-12-30,"All I Want For Christmas Is You","Mariah Carey",9,11,9,22
2017-12-30,"No Limit","G-Eazy Featuring A$AP Rocky & Cardi B",10,7,7,14
2017-12-30,"Bodak Yellow (Money Moves)","Cardi B",11,9,1,24
2017-12-30,"Gummo","6ix9ine",12,13,12,5
2017-12-30,"What Lovers Do","Maroon 5 Featuring SZA",13,10,9,16
2017-12-30,"New Rules","Dua Lipa",14,17,14,20
2017-12-30,"I Get The Bag","Gucci Mane Featuring Migos",15,14,11,17
2017-12-30,"Let You Down","NF",16,22,16,9
2017-12-30,"Feel It Still","Portugal. The Man",17,12,4,26
2017-12-30,"Sorry Not Sorry","Demi Lovato",18,16,6,23
2017-12-30,"I Fall Apart","Post Malone",19,23,19,12
2017-12-30,"Mi Gente","J Balvin & Willy William Featuring Beyonce",20,18,3,24
2017-12-30,"Wolves","Selena Gomez X Marshmello",21,20,20,8
2017-12-30,"1-800-273-8255","Logic Featuring Alessia Cara & Khalid",22,19,3,33
2017-12-30,"Shape Of You","Ed Sheeran",23,25,1,49
2017-12-30,"The Way Life Goes","Lil Uzi Vert Featuring Nicki Minaj",24,29,24,16
2017-12-30,"Love.","Kendrick Lamar Featuring Zacari",25,27,18,25
2017-12-30,"Him & I","G-Eazy & Halsey",26,21,21,2
2017-12-30,"Bank Account","21 Savage",27,24,12,23
2017-12-30,"Meant To Be","Bebe Rexha & Florida Georgia Line",28,31,28,8
2017-12-30,"How Long","Charlie Puth",29,26,26,10
2017-12-30,"Silence","Marshmello Featuring Khalid",30,33,30,18
2017-12-30,"Despacito","Luis Fonsi & Daddy Yankee Featuring Justin Bieber",31,32,1,48
2017-12-30,"Young Dumb & Broke","Khalid",32,28,22,22
2017-12-30,"Believer","Imagine Dragons",33,30,4,45
2017-12-30,"Rockin' Around The Christmas Tree","Brenda Lee",34,37,14,20
2017-12-30,"It's The Most Wonderful Time Of The Year","Andy Williams",35,45,35,3
2017-12-30,"Sky Walker","Miguel Featuring Travis Scott",36,35,35,12
2017-12-30,"...Ready For It?","Taylor Swift",37,43,4,15
2017-12-30,"The Christmas Song (Merry Christmas To You)","Nat King Cole",38,42,38,10
2017-12-30,"The Weekend","SZA",39,38,37,20
2017-12-30,"Unforgettable","French Montana Featuring Swae Lee",40,34,3,36
2017-12-30,"A Holly Jolly Christmas","Burl Ives",41,47,41,3
2017-12-30,"Attention","Charlie Puth",42,36,5,34
2017-12-30,"That's What I Like","Bruno Mars",43,40,1,48
2017-12-30,"Last Christmas","Wham!",44,0,41,3
2017-12-30,"Ric Flair Drip","Offset & Metro Boomin",45,44,44,7
2017-12-30,"Plain Jane","A$AP Ferg Featuring Nicki Minaj",46,41,41,12
2017-12-30,"Humble.","Kendrick Lamar",47,50,1,37
2017-12-30,"There's Nothing Holdin' Me Back","Shawn Mendes",48,46,6,34
2017-12-30,"End Game","Taylor Swift Featuring Ed Sheeran & Future",49,39,39,4
2017-12-30,"Kooda","6ix9ine",50,61,50,2
2017-12-30,"Roll In Peace","Kodak Black Featuring XXXTENTACION",51,56,51,17
2017-12-30,"Greatest Love Story","LANCO",52,54,45,15
2017-12-30,"Pills And Automobiles","Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",53,52,46,14
2017-12-30,"Like I Loved You","Brett Young",54,62,54,12
2017-12-30,"Rubbin Off The Paint","YBN Nahmir",55,48,46,6
2017-12-30,"Let Me Go","Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt",56,55,53,12
2017-12-30,"What About Us","P!nk",57,51,13,19
2017-12-30,"Lemon","N*E*R*D & Rihanna",58,60,58,6
2017-12-30,"Lights Down Low","MAX Featuring gnash",59,66,59,10
2017-12-30,"I'll Name The Dogs","Blake Shelton",60,63,58,14
2017-12-30,"Never Be The Same","Camila Cabello",61,0,61,1
2017-12-30,"Candy Paint","Post Malone",62,59,59,8
2017-12-30,"Codeine Dreaming","Kodak Black Featuring Lil Wayne",63,58,52,3
2017-12-30,"Good Old Days","Macklemore Featuring Kesha",64,64,64,8
2017-12-30,"Light It Up","Luke Bryan",65,57,57,16
2017-12-30,"Yours","Russell Dickerson",66,67,66,9
2017-12-30,"Go Legend","Big Sean & Metro Boomin Featuring Travis Scott",67,0,67,1
2017-12-30,"When It Rains It Pours","Luke Combs",68,65,33,20
2017-12-30,"Round Here Buzz","Eric Church",69,70,68,12
2017-12-30,"Look What You Made Me Do","Taylor Swift",70,72,1,17
2017-12-30,"Unforgettable","Thomas Rhett",71,69,47,20
2017-12-30,"Dark Knight Dummo","Trippie Redd Featuring Travis Scott",72,0,72,1
2017-12-30,"Betrayed","Lil Xan",73,68,67,5
2017-12-30,"Losing Sleep","Chris Young",74,77,63,12
2017-12-30,"Echame La Culpa","Luis Fonsi & Demi Lovato",75,75,47,4
2017-12-30,"Pick It Up","Famous Dex Featuring A$AP Rocky",76,73,73,5
2017-12-30,"My Dawg","Lil Baby",77,0,77,1
2017-12-30,"I Could Use A Love Song","Maren Morris",78,80,75,17
2017-12-30,"MIC Drop","BTS Featuring Desiigner",79,71,28,3
2017-12-30,"Pull Up N Wreck","Big Sean & Metro Boomin Featuring 21 Savage",80,0,80,2
2017-12-30,"Tell Me You Love Me","Demi Lovato",81,53,53,3
2017-12-30,"Danger","Migos & Marshmello",82,0,82,1
2017-12-30,"You Broke Up With Me","Walker Hayes",83,84,83,8
2017-12-30,"Wanted You","NAV Featuring Lil Uzi Vert",84,76,64,5
2017-12-30,"Dusk Till Dawn","Zayn Featuring Sia",85,78,44,14
2017-12-30,"Untouchable","Eminem",86,0,86,1
2017-12-30,"Mayores","Becky G Featuring Bad Bunny",87,83,74,8
2017-12-30,"F**k Love","XXXTENTACION Featuring Trippie Redd",88,82,41,16
2017-12-30,"Written In The Sand","Old Dominion",89,88,88,4
2017-12-30,"Ghostface Killers","21 Savage, Offset & Metro Boomin Featuring Travis Scott",90,81,35,7
2017-12-30,"Too Much To Ask","Niall Horan",91,89,66,8
2017-12-30,"Marry Me","Thomas Rhett",92,97,92,2
2017-12-30,"No Smoke","YoungBoy Never Broke Again",93,0,93,2
2017-12-30,"When We","Tank",94,86,86,4
2017-12-30,"Five More Minutes","Scotty McCreery",95,98,95,2
2017-12-30,"Juice","Yo Gotti",96,93,93,2
2017-12-30,"All On Me","Devin Dawson",97,91,91,4
2017-12-30,"Jocelyn Flores","XXXTENTACION",98,87,31,16
2017-12-30,"Legends","Kelsea Ballerini",99,0,98,2
2017-12-30,"Faking It","Calvin Harris Featuring Kehlani & Lil Yachty",100,96,94,4
2017-12-23,"Perfect","Ed Sheeran",1,3,1,15
2017-12-23,"Rockstar","Post Malone Featuring 21 Savage",2,1,1,12
2017-12-23,"Havana","Camila Cabello Featuring Young Thug",3,2,2,17
2017-12-23,"Gucci Gang","Lil Pump",4,4,3,13
2017-12-23,"Thunder","Imagine Dragons",5,5,4,32
2017-12-23,"Too Good At Goodbyes","Sam Smith",6,6,4,13
2017-12-23,"No Limit","G-Eazy Featuring A$AP Rocky & Cardi B",7,8,7,13
2017-12-23,"Bad At Love","Halsey",8,11,8,14
2017-12-23,"Bodak Yellow (Money Moves)","Cardi B",9,7,1,23
2017-12-23,"What Lovers Do","Maroon 5 Featuring SZA",10,9,9,15
2017-12-23,"All I Want For Christmas Is You","Mariah Carey",11,21,11,21
2017-12-23,"Feel It Still","Portugal. The Man",12,10,4,25
2017-12-23,"Gummo","6ix9ine",13,54,13,4
2017-12-23,"I Get The Bag","Gucci Mane Featuring Migos",14,16,11,16
