date,title,artist,current,previous,peak,weeks,new
1999-12-25,"Born Again","The Notorious B.I.G.",1,0,1,1,True
1999-12-25,"All The Way...A Decade Of Song","Celine Dion",2,1,1,4,False
1999-12-25,"Millennium","Backstreet Boys",3,2,1,30,False
1999-12-25,"...Baby One More Time","Britney Spears",4,3,1,48,False
1999-12-25,"Supernatural","Santana",5,4,1,26,False
1999-12-25,"Christina Aguilera","Christina Aguilera",6,5,1,16,False
1999-12-25,"Faith: A Holiday Album","Kenny G",7,8,7,4,False
1999-12-25,"Come On Over","Shania Twain",8,10,2,110,False
1999-12-25,"Now 3","Various Artists",9,0,9,1,True
1999-12-25,"Willennium","Will Smith",10,9,5,4,False
1999-12-25,"Dr. Dre -- 2001","Dr. Dre",11,6,2,4,False
1999-12-25,"Rainbow","Mariah Carey",12,12,2,6,False
1999-12-25,"S & M","Metallica With Michael Kamen Conducting The San Francisco Symphony Orchestra",13,11,2,3,False
1999-12-25,"Issues","Korn",14,13,1,4,False
1999-12-25,"Breathe","Faith Hill",15,16,1,5,False
1999-12-25,"The Magic Of Christmas","Garth Brooks",16,7,7,3,False
1999-12-25,"Fly","Dixie Chicks",17,17,1,15,False
1999-12-25,"A Little Bit Of Mambo","Lou Bega",18,14,3,16,False
1999-12-25,"Ricky Martin","Ricky Martin",19,15,1,31,False
1999-12-25,"A Rosie Christmas","Rosie O'Donnell",20,21,20,6,False
1999-12-25,"Devil Without A Cause","Kid Rock",21,24,5,50,False
1999-12-25,"Affirmation","Savage Garden",22,22,6,5,False
1999-12-25,"Significant Other","Limp Bizkit",23,23,1,25,False
1999-12-25,"Pokemon: The First Movie","Soundtrack",24,19,8,5,False
1999-12-25,"Sacred Arias","Andrea Bocelli",25,26,25,5,False
1999-12-25,"Human Clay","Creed",26,25,1,11,False
1999-12-25,"Enema Of The State","Blink-182",27,31,9,28,False
1999-12-25,"Totally Hits","Various Artists",28,29,14,5,False
1999-12-25,"This Christmas","98 Degrees",29,27,27,8,False
1999-12-25,"98 Degrees And Rising","98 Degrees",30,38,14,59,False
1999-12-25,"Back At One","Brian McKnight",31,36,7,12,False
1999-12-25,"Astro Lounge","Smash Mouth",32,35,6,27,False
1999-12-25,"Unleash The Dragon","Sisqo",33,18,18,2,False
1999-12-25,"Joy: A Holiday Collection","Jewel",34,32,32,6,False
1999-12-25,"The Tunnel","Funkmaster Flex & Big Kap",35,0,35,1,True
1999-12-25,"400 Degreez","Juvenile",36,39,9,58,False
1999-12-25,"'N Sync","'N Sync",37,40,2,90,False
1999-12-25,"The Battle Of Los Angeles","Rage Against The Machine",38,34,1,6,False
1999-12-25,"LeAnn Rimes","LeAnn Rimes",39,44,8,7,False
1999-12-25,"A Place In The Sun","Tim McGraw",40,47,1,32,False
1999-12-25,"Nastradamus","Nas",41,20,7,3,False
1999-12-25,"Charlotte Church","Charlotte Church",42,42,42,4,False
1999-12-25,"Beastie Boys Anthology: The Sounds Of Science","Beastie Boys",43,30,19,3,False
1999-12-25,"A Christmas To Remember","Amy Grant",44,41,36,8,False
1999-12-25,"Listener Supported","Dave Matthews Band",45,37,15,3,False
1999-12-25,"The Writing's On The Wall","Destiny's Child",46,48,6,20,False
1999-12-25,"LFO","LFO",47,46,21,16,False
1999-12-25,"Enrique","Enrique Iglesias",48,33,33,3,False
1999-12-25,"World Wrestling Federation: WWF The Music Volume 4","Jim Johnston",49,43,4,6,False
1999-12-25,"Under The Influence","Alan Jackson",50,50,9,7,False
1999-12-25,"On The 6","Jennifer Lopez",51,52,8,28,False
1999-12-25,"Backstreet Boys","Backstreet Boys",52,51,4,122,False
1999-12-25,"WoW 2000: The Year's 30 Top Christian Artists And Songs","Various Artists",53,57,29,7,False
1999-12-25,"Voice Of An Angel","Charlotte Church",54,61,28,39,False
1999-12-25,"Marc Anthony","Marc Anthony",55,58,8,11,False
1999-12-25,"Europop","Eiffel 65",56,73,56,2,False
1999-12-25,"Wide Open Spaces","Dixie Chicks",57,60,4,98,False
1999-12-25,"Tha Block Is Hot","Lil Wayne",58,49,3,6,False
1999-12-25,"Amplified","Q-Tip",59,28,28,2,False
1999-12-25,"This Desert Life","Counting Crows",60,56,8,6,False
1999-12-25,"A Christmas Story","Point Of Grace",61,55,35,10,False
1999-12-25,"So Good Together","Reba McEntire",62,53,28,3,False
1999-12-25,"Californication","Red Hot Chili Peppers",63,68,3,27,False
1999-12-25,"A Love Like Ours","Barbra Streisand",64,63,6,12,False
1999-12-25,"There Is Nothing Left To Lose","Foo Fighters",65,64,10,6,False
1999-12-25,"Live Era '87 -- '93","Guns N' Roses",66,45,45,2,False
1999-12-25,"Fanmail","TLC",67,77,1,42,False
1999-12-25,"In...The Life Of Chris Gaines","Garth Brooks",68,59,2,11,False
1999-12-25,"Midnite Vultures","Beck",69,54,34,3,False
1999-12-25,"When The Pawn...","Fiona Apple",70,67,13,5,False
1999-12-25,"Methods Of Mayhem","Methods Of Mayhem",71,0,71,1,True
1999-12-25,"Sweet Kisses","Jessica Simpson",72,70,65,3,False
1999-12-25,"Brand New Day","Sting",73,74,15,11,False
