date,title,artist,current,previous,peak,weeks,new
1976-12-25,"Songs In The Key Of Life","Stevie Wonder",1,1,1,11,False
1976-12-25,"A Night On The Town","Rod Stewart",2,2,2,24,False
1976-12-25,"Boston","Boston",3,3,3,14,False
1976-12-25,"Hotel California","Eagles",4,0,4,1,True
1976-12-25,"Pretender","Jackson Browne",5,5,5,6,False
1976-12-25,"A New World Record","Electric Light Orchestra",6,7,6,9,False
1976-12-25,"Wings Over America","Paul McCartney And Wings",7,0,7,1,True
1976-12-25,"Best Of The Doobies","The Doobie Brothers",8,9,8,6,False
1976-12-25,"Frampton Comes Alive","Peter Frampton",9,10,1,48,False
1976-12-25,"Fly Like An Eagle","The Steve Miller Band",10,11,3,31,False
1976-12-25,"Rock And Roll Over","KISS",11,12,11,6,False
1976-12-25,"Spirit","Earth, Wind & Fire",12,4,2,11,False
1976-12-25,"Greatest Hits","Linda Ronstadt",13,15,13,2,False
1976-12-25,"Blue Moves","Elton John",14,8,3,7,False
1976-12-25,"Thirty Three & 1/3","George Harrison",15,17,15,3,False
1976-12-25,"Hejira","Joni Mitchell",16,18,16,3,False
1976-12-25,"The Song Remains The Same (Soundtrack)","Led Zeppelin",17,6,2,8,False
1976-12-25,"Hot On The Tracks","Commodores",18,20,12,25,False
1976-12-25,"Chicago X","Chicago",19,19,3,26,False
1976-12-25,"One More For The Road","Lynyrd Skynyrd",20,14,9,13,False
1976-12-25,"Bigger Than Both Of Us","Daryl Hall John Oates",21,21,13,18,False
1976-12-25,"Their Greatest Hits 1971-1975","Eagles",22,22,1,43,False
1976-12-25,"Children Of The World","Bee Gees",23,13,8,13,False
1976-12-25,"Summertime Dream","Gordon Lightfoot",24,24,12,27,False
1976-12-25,"Year Of The Cat","Al Stewart",25,26,25,12,False
1976-12-25,"Brass Construction Ii","Brass Construction",26,28,26,6,False
1976-12-25,"After The Lovin'","Engelbert Humperdinck",27,45,27,5,False
1976-12-25,"Greatest Hits","James Taylor",28,39,28,4,False
1976-12-25,"It Looks Like Snow","Phoebe Snow",29,29,29,8,False
1976-12-25,"Car Wash","Rose Royce",30,40,30,12,False
