chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-01-22,1,Easy On Me,Adele,1,1,14
2022-01-22,2,Stay,The Kid LAROI & Justin Bieber,2,1,27
2022-01-22,3,Heat Waves,Glass Animals,3,3,52
2022-01-22,4,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",5,4,3
2022-01-22,5,Shivers,Ed Sheeran,4,4,18
2022-01-22,6,Super Gremlin,Kodak Black,10,6,10
2022-01-22,7,Pushin P,Gunna & Future Featuring Young Thug,-,7,1
2022-01-22,8,Need To Know,Doja Cat,9,8,31
2022-01-22,9,abcdefu,GAYLE,11,9,8
2022-01-22,10,Cold Heart (PNAU Remix),Elton John & Dua Lipa,7,7,19
2022-01-22,11,Sacrifice,The Weeknd,-,11,1
2022-01-22,12,Industry Baby,Lil Nas X & Jack Harlow,6,1,25
2022-01-22,13,Bad Habits,Ed Sheeran,8,2,29
2022-01-22,14,Surface Pressure,Jessica Darrow,14,14,3
2022-01-22,15,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),13,5,10
2022-01-22,16,Too Easy,Gunna & Future,84,16,11
2022-01-22,17,Ghost,Justin Bieber,17,17,16
2022-01-22,18,Levitating,Dua Lipa,12,2,62
2022-01-22,19,Fingers Crossed,Lauren Spencer-Smith,69,19,2
2022-01-22,20,Good 4 U,Olivia Rodrigo,15,1,35
2022-01-22,21,Save Your Tears,The Weeknd & Ariana Grande,18,1,54
2022-01-22,22,Take My Breath,The Weeknd,-,6,17
2022-01-22,23,Thought I Was Playing,Gunna & 21 Savage,-,23,1
2022-01-22,24,Thats What I Want,Lil Nas X,20,10,17
2022-01-22,25,Hrs And Hrs,Muni Long,34,25,3
2022-01-22,26,Oh My God,Adele,24,5,8
2022-01-22,27,Fancy Like,Walker Hayes,16,3,30
2022-01-22,28,25k Jacket,Gunna Featuring Lil Baby,-,28,1
2022-01-22,29,Gasoline,The Weeknd,-,29,1
2022-01-22,30,One Right Now,Post Malone & The Weeknd,22,6,10
2022-01-22,31,Is There Someone Else?,The Weeknd,-,31,1
2022-01-22,32,Out Of Time,The Weeknd,-,32,1
2022-01-22,33,Better Days,NEIKED X Mae Muller X Polo G,23,23,13
2022-01-22,34,I Hate U,SZA,30,7,6
