date,title,artist,current,previous,peak,weeks,new
2000-12-30,"1","The Beatles",1,1,1,5,False
2000-12-30,"Black & Blue","Backstreet Boys",2,2,1,4,False
2000-12-30,"Now 5","Various Artists",3,3,2,5,False
2000-12-30,"Human Clay","Creed",4,4,1,64,False
2000-12-30,"Oops!...I Did It Again","Britney Spears",5,5,1,31,False
2000-12-30,"Greatest Hits","Tim McGraw",6,6,4,4,False
2000-12-30,"Hotshot","Shaggy",7,11,7,19,False
2000-12-30,"Chocolate Starfish And The Hot Dog Flavored Water","Limp Bizkit",8,8,1,9,False
2000-12-30,"No Strings Attached","'N Sync",9,10,1,39,False
2000-12-30,"Dream A Dream","Charlotte Church",10,7,7,9,False
2000-12-30,"Who Let The Dogs Out","Baha Men",11,9,5,19,False
2000-12-30,"Lovers Rock","Sade",12,12,3,5,False
2000-12-30,"Breathe","Faith Hill",13,18,1,58,False
2000-12-30,"Restless","Xzibit",14,0,14,1,True
2000-12-30,"Stankonia","OutKast",15,13,2,7,False
2000-12-30,"Country Grammar","Nelly",16,17,1,25,False
2000-12-30,"Greatest Hits","Lenny Kravitz",17,19,2,8,False
2000-12-30,"A Day Without Rain","Enya",18,20,17,4,False
2000-12-30,"tp-2.com","R. Kelly",19,15,1,6,False
2000-12-30,"All That You Can't Leave Behind","U2",20,24,3,7,False
2000-12-30,"The Better Life","3 Doors Down",21,23,7,45,False
2000-12-30,"Fly","Dixie Chicks",22,27,1,68,False
2000-12-30,"Beware Of Dog","Lil Bow Wow",23,30,8,12,False
2000-12-30,"Charlie's Angels","Soundtrack",24,25,7,8,False
2000-12-30,"Sound Loaded","Ricky Martin",25,22,4,5,False
2000-12-30,"Christina Aguilera","Christina Aguilera",26,31,1,69,False
2000-12-30,"Aaron's Party (Come Get It)","Aaron Carter",27,32,16,12,False
2000-12-30,"Revelation","98 Degrees",28,29,2,12,False
2000-12-30,"No Angel","Dido",29,43,29,31,False
2000-12-30,"Mad Season","matchbox twenty",30,37,3,30,False
2000-12-30,"Music","Madonna",31,40,1,13,False
2000-12-30,"The Writing's On The Wall","Destiny's Child",32,35,5,73,False
