date,title,artist,current,previous,peak,weeks,new
1973-12-29,"Goodbye Yellow Brick Road","Elton John",1,1,1,11,False
1973-12-29,"The Singles 1969-1973","Carpenters",2,6,2,5,False
1973-12-29,"The Joker","The Steve Miller Band",3,2,2,11,False
1973-12-29,"Jonathan Livingston Seagull/soundtrack","Neil Diamond",4,4,2,9,False
1973-12-29,"You Don't Mess Around With Jim","Jim Croce",5,7,5,45,False
1973-12-29,"Ringo","Ringo Starr",6,3,2,7,False
1973-12-29,"Quadrophenia","The Who",7,5,2,8,False
1973-12-29,"Life And Times","Jim Croce",8,8,7,46,False
1973-12-29,"Imagination","Gladys Knight And The Pips",9,10,9,10,False
1973-12-29,"Mind Games","John Lennon",10,9,9,6,False
1973-12-29,"Full Sail","Loggins & Messina",11,12,11,8,False
1973-12-29,"I Got A Name","Jim Croce",12,25,12,3,False
1973-12-29,"Behind Closed Doors","Charlie Rich",13,15,13,33,False
1973-12-29,"Los Cochinos","Cheech & Chong",14,14,2,17,False
1973-12-29,"Muscle Of Love","Alice Cooper",15,19,15,4,False
1973-12-29,"Bette Midler","Bette Midler",16,28,16,4,False
1973-12-29,"Innervisions","Stevie Wonder",17,17,4,20,False
1973-12-29,"Ol' Blue Eyes Is Back","Frank Sinatra",18,13,13,10,False
1973-12-29,"Laid Back","Gregg Allman",19,21,19,6,False
1973-12-29,"American Graffiti","Soundtrack",20,20,17,18,False
1973-12-29,"Band On The Run","Paul McCartney And Wings",21,33,21,2,False
1973-12-29,"Stone Gon'","Barry White",22,24,22,7,False
1973-12-29,"John Denver's Greatest Hits","John Denver",23,37,23,4,False
1973-12-29,"Goats Head Soup","The Rolling Stones",24,11,1,14,False
1973-12-29,"Welcome","Santana",25,26,25,5,False
1973-12-29,"Under The Influence Of...","Love Unlimited",26,29,26,17,False
1973-12-29,"Brain Salad Surgery","Emerson, Lake & Palmer",27,53,27,3,False
1973-12-29,"Bowie Pin Ups","David Bowie",28,23,23,8,False
1973-12-29,"Moondog Matinee","The Band",29,30,29,7,False
1973-12-29,"Something/Anything?","Todd Rundgren",30,32,30,29,False
1973-12-29,"Joy","Isaac Hayes",31,16,16,10,False
1973-12-29,"The Dark Side Of The Moon","Pink Floyd",32,34,1,42,False
1973-12-29,"Jonathan Livingston Seagull","Richard Harris",33,31,25,17,False
1973-12-29,"Brothers And Sisters","The Allman Brothers Band",34,18,1,19,False
1973-12-29,"Let's Get It On","Marvin Gaye",35,22,2,16,False
1973-12-29,"Diana & Marvin","Diana Ross",36,27,26,7,False
1973-12-29,"The Smoker You Drink, The Player You Get","Joe Walsh",37,36,6,28,False
1973-12-29,"Angel Clare","Art Garfunkel",38,35,5,14,False
1973-12-29,"Occupation: Foole","George Carlin",39,41,35,8,False
1973-12-29,"Hat Trick","America",40,38,28,7,False
1973-12-29,"Chicago VI","Chicago",41,42,1,25,False
1973-12-29,"Spectrum","Billy Cobham",42,45,42,7,False
1973-12-29,"Ship Ahoy","The O'Jays",43,47,43,8,False
1973-12-29,"For Everyman","Jackson Browne",44,43,43,8,False
1973-12-29,"Dylan","Bob Dylan",45,106,45,2,False
1973-12-29,"Long Hard Climb","Helen Reddy",46,44,8,21,False
1973-12-29,"Houses Of The Holy","Led Zeppelin",47,46,1,38,False
1973-12-29,"Traffic-On The Road","Traffic",48,39,29,9,False
1973-12-29,"Wake Of The Flood","Grateful Dead",49,40,18,10,False
1973-12-29,"3 + 3","The Isley Brothers",50,48,8,17,False
1973-12-29,"Raised On Rock/For Ol' Times Sake","Elvis Presley",51,51,51,6,False
1973-12-29,"Beach Boys In Concert","The Beach Boys",52,62,1,66,False
1973-12-29,"Ladies Invited","The J. Geils Band",53,58,53,5,False
1973-12-29,"Sunshine","Soundtrack",54,59,54,5,False
1973-12-29,"Deliver The Word","War",55,57,6,18,False
1973-12-29,"Don't Cry Now","Linda Ronstadt",56,52,46,11,False
1973-12-29,"We're An American Band","Grand Funk Railroad",57,56,2,20,False
1973-12-29,"The Captain And Me","The Doobie Brothers",58,54,7,40,False
1973-12-29,"It's Like You Never Left","Dave Mason",59,50,50,8,False
1973-12-29,"Tres Hombres","ZZ Top",60,55,32,22,False
1973-12-29,"Black & Blue","Harold Melvin And The Blue Notes",61,63,61,8,False
1973-12-29,"Led Zeppelin IV","Led Zeppelin",62,60,2,109,False
1973-12-29,"Diamond Girl","Seals & Crofts",63,66,4,37,False
1973-12-29,"Tubular Bells","Mike Oldfield",64,68,64,8,False
1973-12-29,"Big Bambu","Cheech & Chong",65,72,2,79,False
1973-12-29,"Over-nite Sensation","The Mothers",66,61,32,13,False
