date,title,artist,current,previous,peak,weeks,new
1996-12-28,"Tragic Kingdom","No Doubt",1,1,1,50,False
1996-12-28,"Falling Into You","Celine Dion",2,2,1,40,False
1996-12-28,"The Preacher's Wife","Soundtrack",3,4,3,3,False
1996-12-28,"Razorblade Suitcase","Bush",4,3,1,4,False
1996-12-28,"Space Jam","Soundtrack",5,5,5,5,False
1996-12-28,"Romeo + Juliet","Soundtrack",6,7,6,81,False
1996-12-28,"Blue","LeAnn Rimes",7,8,3,23,False
1996-12-28,"Secrets","Toni Braxton",8,9,2,26,False
1996-12-28,"The Moment","Kenny G",9,6,2,11,False
1996-12-28,"Jagged Little Pill","Alanis Morissette",10,10,1,79,False
1996-12-28,"This Is The Time -- The Christmas Album","Michael Bolton",11,15,11,11,False
1996-12-28,"Muddy Waters","Redman",12,0,12,1,True
1996-12-28,"Everything I Love","Alan Jackson",13,13,12,7,False
1996-12-28,"Did I Shave My Legs For This?","Deana Carter",14,14,14,14,False
1996-12-28,"Evita","Soundtrack",15,21,6,5,False
1996-12-28,"Tha Doggfather","Snoop Dogg",16,11,1,5,False
1996-12-28,"Anthology 3","The Beatles",17,16,1,7,False
1996-12-28,"Keith Sweat","Keith Sweat",18,17,5,25,False
1996-12-28,"The Don Killuminati: The 7 Day Theory","Makaveli",19,12,1,6,False
1996-12-28,"What If It's You","Reba McEntire",20,18,15,6,False
1996-12-28,"Jock Jams Vol. 2","Various Artists",21,23,10,17,False
1996-12-28,"Best Of Volume 1","Van Halen",22,22,1,8,False
1996-12-28,"Recovering The Satellites","Counting Crows",23,31,1,9,False
1996-12-28,"Another Level","BLACKstreet",24,24,3,14,False
1996-12-28,"311","311",25,32,12,41,False
1996-12-28,"Set It Off","Soundtrack",26,20,4,12,False
1996-12-28,"Christmas Island","Jimmy Buffett",27,29,27,10,False
1996-12-28,"If We Fall In Love Tonight","Rod Stewart",28,30,19,5,False
1996-12-28,"The Mirror Has Two Faces","Soundtrack",29,25,16,5,False
1996-12-28,"The Greatest Hits","Clint Black",30,38,12,12,False
