date,title,artist,current,previous,peak,weeks,new
1983-12-31,"Thriller","Michael Jackson",1,1,1,54,False
1983-12-31,"Can't Slow Down","Lionel Richie",2,2,1,8,False
1983-12-31,"What's New","Linda Ronstadt & The Nelson Riddle Orchestra",3,3,3,14,False
1983-12-31,"Synchronicity","The Police",4,4,1,27,False
1983-12-31,"Undercover","The Rolling Stones",5,5,4,6,False
1983-12-31,"Metal Health","Quiet Riot",6,6,1,37,False
1983-12-31,"90125","Yes",7,7,7,5,False
1983-12-31,"An Innocent Man","Billy Joel",8,8,4,20,False
1983-12-31,"Colour By Numbers","Culture Club",9,9,8,9,False
1983-12-31,"Rock 'N Soul, Part 1","Daryl Hall John Oates",10,10,10,7,False
1983-12-31,"Eyes That See In The Dark","Kenny Rogers",11,11,6,15,False
1983-12-31,"Seven And The Ragged Tiger","Duran Duran",12,12,12,4,False
1983-12-31,"Genesis","Genesis",13,13,9,10,False
1983-12-31,"Yentl","Barbra Streisand",14,14,14,6,False
1983-12-31,"Uh Huh","John Mellencamp",15,15,12,9,False
1983-12-31,"Eliminator","ZZ Top",16,16,9,37,False
1983-12-31,"Pyromania","Def Leppard",17,17,2,48,False
1983-12-31,"The Big Chill","Soundtrack",18,18,18,11,False
1983-12-31,"Pipes Of Peace","Paul McCartney",19,19,15,7,False
1983-12-31,"Infidels","Bob Dylan",20,20,20,7,False
1983-12-31,"Greatest Hits","Air Supply",21,21,11,5,False
1983-12-31,"The Crossing","Big Country",22,22,18,15,False
1983-12-31,"Live From Earth","Pat Benatar",23,23,13,12,False
1983-12-31,"Twenty Greatest Hits","Kenny Rogers",24,24,24,8,False
1983-12-31,"Flashdance","Soundtrack",25,25,1,36,False
1983-12-31,"Bark At The Moon","Ozzy Osbourne",26,26,26,4,False
1983-12-31,"Alive She Cried","The Doors",27,27,23,9,False
1983-12-31,"No Parking On The Dance Floor","Midnight Star",28,28,28,23,False
1983-12-31,"Tour De Force","Thirty Eight Special",29,29,29,5,False
1983-12-31,"Two Of A Kind","John Travolta & Olivia Newton-John",30,30,30,5,False
1983-12-31,"Reach The Beach","The Fixx",31,31,8,32,False
1983-12-31,"Faster Than The Speed Of Night","Bonnie Tyler",32,32,4,22,False
1983-12-31,"Sports","Huey Lewis & The News",33,33,24,13,False
1983-12-31,"Greatest Hits-vol Ii","Barry Manilow",34,34,34,5,False
1983-12-31,"Let's Dance","David Bowie",35,35,4,36,False
1983-12-31,"Rappin' Rodney","Rodney Dangerfield",36,36,36,8,False
1983-12-31,"Heart And Bones","Paul Simon",37,37,37,7,False
1983-12-31,"1999","Prince",38,38,9,59,False
1983-12-31,"In Heat","The Romantics",39,39,39,11,False
1983-12-31,"Stay With Me Tonight","Jeffrey Osborne",40,40,34,22,False
1983-12-31,"Electric Universe","Earth, Wind & Fire",41,41,41,5,False
1983-12-31,"Comedian","Eddie Murphy",42,42,42,5,False
1983-12-31,"Speaking In Tongues","Talking Heads",43,43,15,28,False
1983-12-31,"U2 Live: Under A Blood Red Sky (EP)","U2",44,44,44,4,False
1983-12-31,"Frontiers","Journey",45,45,2,46,False
1983-12-31,"Shout At The Devil","Motley Crue",46,46,36,12,False
1983-12-31,"Lick It Up","KISS",47,47,24,12,False
1983-12-31,"Little Robbers","The Motels",48,48,22,12,False
1983-12-31,"Voices Of The Heart","Carpenters",49,49,49,7,False
1983-12-31,"The Principle Of Moments","Robert Plant",50,50,8,23,False
1983-12-31,"In The Heart","Kool & The Gang",51,51,51,4,False
1983-12-31,"Midnight Madness","Night Ranger",52,52,52,7,False
1983-12-31,"The Best Of The Alan Parsons Project","The Alan Parsons Project",53,53,53,7,False
1983-12-31,"Woman Out Of Control","Ray Parker Jr.",54,54,54,6,False
1983-12-31,"Gap Band V-jammin'","The Gap Band",55,55,28,17,False
1983-12-31,"Rebel Yell","Billy Idol",56,56,56,5,False
1983-12-31,"The Wild Heart","Stevie Nicks",57,57,5,27,False
1983-12-31,"Living In Oz","Rick Springfield",58,58,12,36,False
1983-12-31,"In A Special Way","Debarge",59,59,51,11,False
1983-12-31,"The Closer You Get","Alabama",60,60,10,41,False
1983-12-31,"Lionel Richie","Lionel Richie",61,61,3,63,False
1983-12-31,"December","George Winston",62,62,62,5,False
1983-12-31,"Born To Love","Peabo Bryson & Roberta Flack",63,63,25,21,False
1983-12-31,"Bent Out Of Shape","Rainbow",64,64,34,14,False
1983-12-31,"Strip","Adam Ant",65,65,65,4,False
1983-12-31,"Error In The System","Peter Schilling",66,66,66,13,False
1983-12-31,"It's Your Night","James Ingram",67,67,67,8,False
1983-12-31,"True","Spandau Ballet",68,68,19,24,False
1983-12-31,"Live-stompin' At The Savoy","Rufus And Chaka Khan",69,69,50,18,False
1983-12-31,"Cold Blooded","Rick James",70,70,16,19,False
1983-12-31,"Lawyers In Love","Jackson Browne",71,71,8,20,False
1983-12-31,"Without A Song","Willie Nelson",72,72,72,6,False
1983-12-31,"Too Low For Zero","Elton John",73,73,31,30,False
1983-12-31,"A Little Good News","Anne Murray",74,74,74,12,False
1983-12-31,"Where's The Party?","Eddie Money",75,75,67,9,False
1983-12-31,"Break Out","The Pointer Sisters",76,76,76,6,False
1983-12-31,"Beauty Stab","ABC",77,77,77,3,False
1983-12-31,"Sweet Dreams (Are Made Of This)","Eurythmics",78,78,15,32,False
1983-12-31,"Olivia's Greatest Hits, Vol. 2","Olivia Newton-John",79,79,16,65,False
1983-12-31,"Jane Fonda's Workout Record","Jane Fonda",80,80,15,91,False
1983-12-31,"The Present","The Moody Blues",81,81,26,17,False
1983-12-31,"Backstreet","David Sanborn",82,82,82,6,False
1983-12-31,"Madonna","Madonna",83,83,83,18,False
1983-12-31,"Feel My Soul","Jennifer Holliday",84,84,31,11,False
1983-12-31,"Keep It Up","Loverboy",85,85,7,27,False
1983-12-31,"One Particular Harbour","Jimmy Buffett",86,86,59,13,False
1983-12-31,"Kissing To Be Clever","Culture Club",87,87,14,52,False
1983-12-31,"Rant 'n' Rave With The Stray Cats","Stray Cats",88,88,14,17,False
1983-12-31,"Best Kept Secret","Sheena Easton",89,89,33,16,False
1983-12-31,"How Many Times Can We Say Goodbye","Dionne Warwick",90,90,57,10,False
1983-12-31,"What A Feelin'","Irene Cara",91,91,91,4,False
1983-12-31,"On The Rise","The S.O.S. Band",92,92,47,19,False
1983-12-31,"War","U2",93,93,12,42,False
1983-12-31,"Like Gangbusters","Joboxers",94,94,70,12,False
1983-12-31,"She Works Hard For The Money","Donna Summer",95,95,9,25,False
1983-12-31,"Future Shock","Herbie Hancock",96,96,43,18,False
1983-12-31,"Teaser","Angela Bofill",97,97,97,6,False
1983-12-31,"Alpha","Asia",98,98,6,19,False
1983-12-31,"Ziggy Stardust And The Spiders From Mars (Soundtrack)","David Bowie",99,99,89,8,False
1983-12-31,"Rhythm Of Youth","Men Without Hats",100,100,13,22,False
