date,title,artist,current,previous,peak,weeks,new
1980-12-27,"Double Fantasy","John Lennon & Yoko Ono",1,11,1,4,False
1980-12-27,"Guilty","Barbra Streisand",2,2,1,12,False
1980-12-27,"Hotter Than July","Stevie Wonder",3,3,3,7,False
1980-12-27,"Back In Black","AC/DC",4,4,4,19,False
1980-12-27,"Crimes Of Passion","Pat Benatar",5,5,5,19,False
1980-12-27,"Eagles Live","Eagles",6,6,6,5,False
1980-12-27,"Kenny Rogers' Greatest Hits","Kenny Rogers",7,1,1,11,False
1980-12-27,"Zenyatta Mondatta","The Police",8,8,8,10,False
1980-12-27,"The Jazz Singer (Soundtrack)","Neil Diamond",9,10,9,5,False
1980-12-27,"Gaucho","Steely Dan",10,12,10,4,False
1980-12-27,"The River","Bruce Springsteen",11,7,1,9,False
1980-12-27,"Foolish Behaviour","Rod Stewart",12,14,12,4,False
1980-12-27,"Greatest Hits/live","Heart",13,13,13,4,False
1980-12-27,"The Game","Queen",14,9,1,24,False
1980-12-27,"Autoamerican","Blondie",15,18,15,3,False
1980-12-27,"Ann Murray's Greatest Hits","Anne Murray",16,16,16,13,False
1980-12-27,"Triumph","The Jacksons",17,15,10,11,False
1980-12-27,"Faces","Earth, Wind & Fire",18,17,10,6,False
1980-12-27,"Makin' Movies","Dire Straits",19,22,19,7,False
1980-12-27,"One Step Closer","The Doobie Brothers",20,21,3,12,False
1980-12-27,"The Turn Of A Friendly Card","The Alan Parsons Project",21,24,21,7,False
1980-12-27,"Barry","Barry Manilow",22,27,22,3,False
1980-12-27,"Christopher Cross","Christopher Cross",23,23,6,46,False
1980-12-27,"Celebrate","Kool & The Gang",24,25,24,11,False
1980-12-27,"Greatest Hits","The Doors",25,19,17,9,False
1980-12-27,"Hits","Boz Scaggs",26,28,26,5,False
1980-12-27,"Seconds Of Pleasure","Rockpile",27,29,27,7,False
1980-12-27,"Greatest Hits Vol. 2","Linda Ronstadt",28,26,26,8,False
1980-12-27,"Remain In Light","Talking Heads",29,20,19,9,False
1980-12-27,"Hawks & Doves","Neil Young",30,30,30,6,False
1980-12-27,"Lost In Love","Air Supply",31,33,22,33,False
1980-12-27,"Super Trouper","ABBA",32,52,32,3,False
1980-12-27,"Hi Infidelity","REO Speedwagon",33,45,33,3,False
1980-12-27,"Divine Madness","Bette Midler",34,34,34,5,False
1980-12-27,"Scary Monsters","David Bowie",35,35,12,13,False
1980-12-27,"Diana","Diana Ross",36,31,2,44,False
1980-12-27,"Freedom Of Choice","Devo",37,39,22,29,False
1980-12-27,"Living In A Fantasy","Leo Sayer",38,41,38,11,False
1980-12-27,"All Shook Up","Cheap Trick",39,38,24,7,False
1980-12-27,"The Wanderer","Donna Summer",40,32,13,8,False
1980-12-27,"Against The Wind","Bob Seger & The Silver Bullet Band",41,42,1,42,False
1980-12-27,"T.p.","Teddy Pendergrass",42,43,14,19,False
1980-12-27,"Honeysuckle Rose","Soundtrack",43,44,11,17,False
1980-12-27,"Winelight","Grover Washington, Jr.",44,48,44,7,False
1980-12-27,"Feel Me","Cameo",45,49,45,4,False
1980-12-27,"Hold Out","Jackson Browne",46,46,1,24,False
1980-12-27,"Fantastic Voyage","Lakeside",47,50,47,5,False
1980-12-27,"Glass Houses","Billy Joel",48,59,1,41,False
1980-12-27,"Fleetwood Mac","Fleetwood Mac",49,0,1,149,False
1980-12-27,"Kenny Loggins Alive","Kenny Loggins",50,36,11,13,False
1980-12-27,"Give Me The Night","George Benson",51,37,3,21,False
1980-12-27,"9 To 5 And Odd Jobs","Dolly Parton",52,66,52,4,False
1980-12-27,"Aerosmith's Greatest Hits","Aerosmith",53,53,53,5,False
1980-12-27,"Paris","Supertramp",54,40,8,12,False
1980-12-27,"Carnaval","Spyro Gyra",55,55,49,9,False
1980-12-27,"Aretha","Aretha Franklin",56,47,47,10,False
1980-12-27,"Panorama","The Cars",57,56,5,17,False
1980-12-27,"Black Sea","XTC",58,69,58,6,False
