date,title,artist,current,previous,peak,weeks,new
1982-12-25,"Business As Usual","Men At Work",1,1,1,26,False
1982-12-25,"Built For Speed","Stray Cats",2,2,2,26,False
1982-12-25,"Lionel Richie","Lionel Richie",3,3,3,10,False
1982-12-25,"Night And Day","Joe Jackson",4,4,4,24,False
1982-12-25,"Famous Last Words","Supertramp",5,5,5,7,False
1982-12-25,"H2O","Daryl Hall John Oates",6,6,6,9,False
1982-12-25,"Midnight Love","Marvin Gaye",7,7,7,6,False
1982-12-25,"Get Nervous","Pat Benatar",8,8,8,6,False
1982-12-25,"Coda","Led Zeppelin",9,9,9,2,False
1982-12-25,"Combat Rock","The Clash",10,10,10,29,False
1982-12-25,"Thriller","Michael Jackson",11,0,11,1,True
1982-12-25,"Long After Dark","Tom Petty And The Heartbreakers",12,13,12,6,False
1982-12-25,"The Nylon Curtain","Billy Joel",13,12,7,11,False
1982-12-25,"Hello, I Must Be Going!","Phil Collins",14,14,14,5,False
1982-12-25,"Dan Fogelberg/Greatest Hits","Dan Fogelberg",15,15,15,7,False
1982-12-25,"Daylight Again","Crosby, Stills & Nash",16,16,8,24,False
1982-12-25,"Speak Of The Devil","Ozzy Osbourne",17,32,17,3,False
1982-12-25,"Emotions In Motion","Billy Squier",18,19,5,21,False
1982-12-25,"The Nightfly","Donald Fagen",19,11,11,9,False
1982-12-25,"Forever, For Always, For Love","Luther Vandross",20,20,20,11,False
1982-12-25,"Spring Session M","Missing Persons",21,21,21,9,False
1982-12-25,"Word Of Mouth","Toni Basil",22,22,22,10,False
1982-12-25,"1999","Prince",23,23,23,6,False
1982-12-25,"I Can't Stand Still","Don Henley",24,24,24,17,False
1982-12-25,"Wild Things Run Fast","Joni Mitchell",25,25,25,6,False
1982-12-25,"Winds Of Change","Jefferson Starship",26,26,26,9,False
1982-12-25,"American Fool","John Cougar",27,27,1,34,False
1982-12-25,"Peter Gabriel (Security)","Peter Gabriel",28,28,28,13,False
1982-12-25,"As One","Kool & The Gang",29,29,29,12,False
1982-12-25,"The Lexicon Of Love","ABC",30,30,30,14,False
1982-12-25,"Heartbreaker","Dionne Warwick",31,31,31,9,False
1982-12-25,"Showtime","The J. Geils Band",32,34,32,4,False
1982-12-25,"Olivia's Greatest Hits, Vol. 2","Olivia Newton-John",33,33,16,12,False
1982-12-25,"Branigan","Laura Branigan",34,36,34,14,False
1982-12-25,"The John Lennon Collection","John Lennon",35,35,35,4,False
1982-12-25,"Records","Foreigner",36,0,36,1,True
1982-12-25,"Friend Or Foe","Adam Ant",37,39,37,8,False
1982-12-25,"Heartlight","Neil Diamond",38,18,9,11,False
1982-12-25,"Screaming For Vengeance","Judas Priest",39,17,17,23,False
1982-12-25,"Toto IV","Toto",40,66,4,36,False
1982-12-25,"Worlds Apart","Saga",41,48,41,10,False
1982-12-25,"High Adventure","Kenny Loggins",42,42,13,14,False
1982-12-25,"Silk Electric","Diana Ross",43,43,27,10,False
1982-12-25,"Two Of A Kind","Earl Klugh",44,44,44,8,False
1982-12-25,"All The Greatest Hits","Commodores",45,52,45,4,False
1982-12-25,"Absolutely Live","Rod Stewart",46,46,46,6,False
1982-12-25,"Oh No! It's Devo","Devo",47,47,47,6,False
1982-12-25,"Radio Romance","Eddie Rabbitt",48,49,48,8,False
1982-12-25,"Jane Fonda's Workout Record","Jane Fonda",49,50,38,31,False
1982-12-25,"Greatest Hits","Little River Band",50,58,50,4,False
1982-12-25,"Propositions","Barkays",51,56,51,6,False
1982-12-25,"Here Comes The Night","Barry Manilow",52,67,52,2,False
1982-12-25,"Creatures Of The Night","KISS",53,65,53,6,False
1982-12-25,"Signals","Rush",54,54,10,13,False
1982-12-25,"Get Closer","Linda Ronstadt",55,55,31,11,False
1982-12-25,"Special Beat Service","The English Beat",56,60,56,7,False
1982-12-25,"20 Greatest Hits","The Beatles",57,61,57,7,False
1982-12-25,"A Flock Of Seagulls","A Flock Of Seagulls",58,37,10,32,False
1982-12-25,"Eye In The Sky","The Alan Parsons Project",59,59,7,28,False
1982-12-25,"An Officer And A Gentleman","Soundtrack",60,38,38,9,False
1982-12-25,"Nebraska","Bruce Springsteen",61,40,3,12,False
1982-12-25,"Greatest Hits: Volume 2","Eagles",62,62,62,7,False
1982-12-25,"Casino Lights","Various Artists",63,63,63,7,False
1982-12-25,"Mountain Music","Alabama",64,64,14,42,False
1982-12-25,"Jeffrey Osborne","Jeffrey Osborne",65,74,49,28,False
1982-12-25,"Every Home Should Have One","Patti Austin",66,94,65,22,False
1982-12-25,"Janet Jackson","Janet Jackson",67,72,67,6,False
1982-12-25,"Get Lucky","Loverboy",68,75,7,59,False
1982-12-25,"Chaka Khan","Chaka Khan",69,93,69,2,False
1982-12-25,"It's Hard","The Who",70,73,8,14,False
1982-12-25,"View From The Ground","America",71,41,41,18,False
1982-12-25,"Vanity 6","Vanity 6",72,45,45,13,False
1982-12-25,"Don't Play With Fire","Peabo Bryson",73,83,73,4,False
1982-12-25,"Chicago 16","Chicago",74,51,9,27,False
1982-12-25,"Mirage","Fleetwood Mac",75,53,1,24,False
1982-12-25,"Greatest Hits","Ray Parker Jr.",76,97,76,2,False
1982-12-25,"Asia","Asia",77,77,1,39,False
1982-12-25,"The Message","Grandmaster Flash & The Furious Five",78,57,53,11,False
1982-12-25,"The Best Is Yet To Come","Grover Washington, Jr.",79,96,79,3,False
1982-12-25,"Incognito","Spyro Gyra",80,80,46,10,False
1982-12-25,"Steel Breeze","Steel Breeze",81,81,50,15,False
1982-12-25,"Skyyjammer","Skyy",82,91,82,6,False
1982-12-25,"Christmas","The Oak Ridge Boys",83,117,83,4,False
1982-12-25,"Quiet Lies","Juice Newton",84,84,20,31,False
