date,title,artist,current,previous,peak,weeks,new
2009-12-26,"I Dreamed A Dream","Susan Boyle",1,1,1,3,False
2009-12-26,"My Christmas","Andrea Bocelli",2,2,2,6,False
2009-12-26,"Glee: Season One: The Music Volume 2","Soundtrack",3,0,3,1,True
2009-12-26,"Fearless","Taylor Swift",4,3,1,57,False
2009-12-26,"Play On","Carrie Underwood",5,6,1,6,False
2009-12-26,"The Fame","Lady Gaga",6,5,4,59,False
2009-12-26,"Graffiti","Chris Brown",7,0,7,1,True
2009-12-26,"My World (EP)","Justin Bieber",8,12,6,4,False
2009-12-26,"Crazy Love","Michael Buble",9,10,1,10,False
2009-12-26,"The State Vs. Radric Davis","Gucci Mane",10,0,10,1,True
2009-12-26,"Glee: Season One: The Music Volume 1","Soundtrack",11,20,4,6,False
2009-12-26,"Michael Jackson's This Is It (Soundtrack)","Michael Jackson",12,8,1,7,False
2009-12-26,"NOW 32","Various Artists",13,11,5,6,False
2009-12-26,"The Fame Monster (EP)","Lady Gaga",14,13,5,3,False
2009-12-26,"The Fall","Norah Jones",15,7,3,4,False
2009-12-26,"Noel","Josh Groban",16,14,1,18,False
2009-12-26,"Buffet Hotel","Jimmy Buffett",17,0,17,1,True
2009-12-26,"The Twilight Saga: New Moon","Soundtrack",18,9,1,9,False
2009-12-26,"This Is War","Thirty Seconds To Mars",19,0,19,1,True
2009-12-26,"The Time Of Our Lives (EP)","Miley Cyrus",20,18,2,16,False
2009-12-26,"The E.N.D.","The Black Eyed Peas",21,23,1,27,False
2009-12-26,"Peace On Earth","Casting Crowns",22,15,15,17,False
2009-12-26,"Malice N Wonderland","Snoop Dogg",23,0,23,1,True
2009-12-26,"If On A Winter's Night...","Sting",24,19,6,7,False
2009-12-26,"Lady Antebellum","Lady Antebellum",25,25,4,87,False
2009-12-26,"Battle Studies","John Mayer",26,17,1,4,False
2009-12-26,"The Taylor Swift Holiday Collection (EP)","Taylor Swift",27,21,20,8,False
2009-12-26,"Rated R","Rihanna",28,16,4,3,False
2009-12-26,"Ocean Eyes","Owl City",29,27,8,22,False
2009-12-26,"For Your Entertainment","Adam Lambert",30,22,3,3,False
2009-12-26,"Until The Whole World Hears","Casting Crowns",31,30,4,4,False
2009-12-26,"Southern Voice","Tim McGraw",32,33,2,8,False
2009-12-26,"Number Ones","Michael Jackson",33,37,13,35,False
2009-12-26,"Gold And Green","Sugarland",34,24,24,9,False
2009-12-26,"Night Castle","Trans-Siberian Orchestra",35,26,5,7,False
2009-12-26,"Timbaland Presents Shock Value II","Timbaland",36,0,36,1,True
2009-12-26,"Alvin And The Chipmunks: The Squeakquel","Soundtrack",37,28,28,2,False
2009-12-26,"The Foundation","Zac Brown Band",38,41,11,56,False
2009-12-26,"Christmas: 25th Anniversary Collection","Mannheim Steamroller",39,29,29,9,False
2009-12-26,"Untitled","R. Kelly",40,4,4,2,False
