date,title,artist,current,previous,peak,weeks
2007-12-29,"No One","Alicia Keys",1,1,1,15
2007-12-29,"Low","Flo Rida Featuring T-Pain",2,3,2,8
2007-12-29,"Apologize","Timbaland Featuring OneRepublic",3,2,2,20
2007-12-29,"Kiss Kiss","Chris Brown Featuring T-Pain",4,4,1,14
2007-12-29,"Clumsy","Fergie",5,5,5,10
2007-12-29,"Bubbly","Colbie Caillat",6,6,5,25
2007-12-29,"Paralyzer","Finger Eleven",7,8,7,28
2007-12-29,"Tattoo","Jordin Sparks",8,10,8,12
2007-12-29,"Hate That I Love You","Rihanna Featuring Ne-Yo",9,7,7,16
2007-12-29,"Good Life","Kanye West Featuring T-Pain",10,9,7,14
2007-12-29,"Crank That (Soulja Boy)","Soulja Boy Tell'em",11,11,1,23
2007-12-29,"Cyclone","Baby Bash Featuring T-Pain",12,12,7,21
2007-12-29,"Like You'll Never See Me Again","Alicia Keys",13,19,13,6
2007-12-29,"Hypnotized","Plies Featuring Akon",14,16,14,12
2007-12-29,"Can't Help But Wait","Trey Songz",15,14,14,13
2007-12-29,"Love Song","Sara Bareilles",16,72,16,7
2007-12-29,"Stronger","Kanye West",17,13,1,21
2007-12-29,"Take You There","Sean Kingston",18,21,18,7
2007-12-29,"Love Like This","Natasha Bedingfield Featuring Sean Kingston",19,18,18,9
2007-12-29,"The Way I Are","Timbaland Featuring Keri Hilson",20,17,3,29
2007-12-29,"Our Song","Taylor Swift",21,22,21,12
2007-12-29,"Duffle Bag Boy","Playaz Circle Featuring Lil Wayne",22,15,15,13
2007-12-29,"Sweetest Girl (Dollar Bill)","Wyclef Jean Featuring Akon, Lil Wayne & Niia",23,20,20,14
2007-12-29,"Teardrops On My Guitar","Taylor Swift",24,30,24,28
2007-12-29,"With You","Chris Brown",25,40,25,3
2007-12-29,"Just Fine","Mary J. Blige",26,29,26,9
2007-12-29,"How Far We've Come","matchbox twenty",27,25,11,16
2007-12-29,"I'm So Hood","DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",28,26,19,14
2007-12-29,"Shadow Of The Day","Linkin Park",29,37,29,6
2007-12-29,"Into The Night","Santana Featuring Chad Kroeger",30,33,30,11
2007-12-29,"Over You","Daughtry",31,27,18,19
2007-12-29,"Shawty Is A 10","The-Dream",32,24,17,15
2007-12-29,"Girlfriend","Bow Wow & Omarion",33,44,33,7
2007-12-29,"I Don't Wanna Be In Love (Dance Floor Anthem)","Good Charlotte",34,31,26,15
2007-12-29,"Misery Business","Paramore",35,34,34,22
2007-12-29,"Big Girls Don't Cry","Fergie",36,32,1,35
2007-12-29,"Sensual Seduction","Snoop Dogg",37,51,37,3
2007-12-29,"Until The End Of Time","Justin Timberlake Duet With Beyonce",38,23,17,24
2007-12-29,"Flashing Lights","Kanye West Featuring Dwele",39,50,39,4
2007-12-29,"Stay","Sugarland",40,35,32,10
2007-12-29,"Suffocate","J. Holiday",41,45,41,6
2007-12-29,"Wake Up Call","Maroon 5",42,38,19,19
2007-12-29,"Bed","J. Holiday",43,28,5,22
2007-12-29,"Who Knew","P!nk",44,36,9,28
2007-12-29,"Piece Of Me","Britney Spears",45,49,45,7
2007-12-29,"Pop Bottles","Birdman Featuring Lil Wayne",46,56,46,7
2007-12-29,"Don't Stop The Music","Rihanna",47,67,47,4
2007-12-29,"Don't Blink","Kenny Chesney",48,41,29,15
2007-12-29,"Rockstar","Nickelback",49,46,6,45
2007-12-29,"Shoulda Let You Go","Keyshia Cole Introducing Amina",50,42,41,12
2007-12-29,"Get Buck In Here","DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon",51,48,41,6
2007-12-29,"Soulja Girl","Soulja Boy Tell'em Featuring I-15",52,39,32,11
2007-12-29,"Firecracker","Josh Turner",53,53,50,14
2007-12-29,"Ayo Technology","50 Cent Featuring Justin Timberlake & Timbaland",54,43,5,19
2007-12-29,"My Drink N' My 2 Step","Cassidy Featuring Swizz Beatz",55,47,33,14
2007-12-29,"How 'Bout Them Cowgirls","George Strait",56,54,49,15
2007-12-29,"So Small","Carrie Underwood",57,52,17,18
2007-12-29,"Ready, Set, Don't Go","Billy Ray Cyrus With Miley Cyrus",58,55,54,13
2007-12-29,"Sorry","Buckcherry",59,86,59,2
2007-12-29,"The Pretender","Foo Fighters",60,58,37,19
2007-12-29,"Fake It","Seether",61,62,61,11
2007-12-29,"What Do Ya Think About That","Montgomery Gentry",62,59,59,11
2007-12-29,"If I Had Eyes","Jack Johnson",63,0,63,1
2007-12-29,"Independent","Webbie Featuring Lil' Phat & Lil' Boosie",64,70,64,4
2007-12-29,"Letter To Me","Brad Paisley",65,63,63,5
2007-12-29,"Winner At A Losing Game","Rascal Flatts",66,61,61,8
2007-12-29,"Baby Don't Go","Fabolous Featuring Jermaine Dupri",67,57,23,16
2007-12-29,"Calabria 2008","Enur Featuring Natasja",68,78,68,5
2007-12-29,"Gimme More","Britney Spears",69,60,3,15
2007-12-29,"1234","Feist",70,0,8,12
2007-12-29,"Everybody","Keith Urban",71,66,66,11
2007-12-29,"Never Too Late","Three Days Grace",72,71,71,20
2007-12-29,"Watching Airplanes","Gary Allan",73,73,73,8
2007-12-29,"This Christmas","Chris Brown",74,96,74,4
2007-12-29,"Crying Out For Me","Mario",75,97,75,3
2007-12-29,"Superstar","Lupe Fiasco Featuring Matthew Santos",76,0,76,1
2007-12-29,"Freaky Gurl","Gucci Mane",77,77,62,13
2007-12-29,"See You Again","Miley Cyrus",78,94,78,2
2007-12-29,"Hero/Heroine","Boys Like Girls",79,84,79,2
2007-12-29,"I Remember","Keyshia Cole",80,0,80,1
2007-12-29,"Fall","Clay Walker",81,64,55,15
2007-12-29,"Bleed It Out","Linkin Park",82,82,52,20
2007-12-29,"Pictures Of You","The Last Goodnight",83,85,77,10
2007-12-29,"Won't Go Home Without You","Maroon 5",84,0,84,1
2007-12-29,"Nothin' Better To Do","LeAnn Rimes",85,81,73,12
2007-12-29,"Roc Boys (And The Winner Is)...","JAY-Z",86,68,63,7
2007-12-29,"As If","Sara Evans",87,76,62,10
2007-12-29,"The Way I Am","Ingrid Michaelson",88,92,37,8
2007-12-29,"Cleaning This Gun (Come On In Boy)","Rodney Atkins",89,91,89,4
2007-12-29,"More Than A Memory","Garth Brooks",90,69,53,16
2007-12-29,"S.O.S.","Jonas Brothers",91,83,17,19
2007-12-29,"Livin' Our Love Song","Jason Michael Carroll",92,74,52,16
2007-12-29,"crushcrushcrush","Paramore",93,0,93,1
2007-12-29,"Stealing Cinderella","Chuck Wicks",94,90,90,5
2007-12-29,"Free And Easy (Down The Road I Go)","Dierks Bentley",95,79,46,20
2007-12-29,"International Harvester","Craig Morgan",96,98,96,3
2007-12-29,"Me Enamora","Juanes",97,89,69,13
2007-12-29,"Stop And Stare","OneRepublic",98,0,98,1
2007-12-29,"Mistletoe","Colbie Caillat",99,87,75,4
2007-12-29,"Work That","Mary J. Blige",100,65,65,3
2007-12-22,"No One","Alicia Keys",1,1,1,14
2007-12-22,"Apologize","Timbaland Featuring OneRepublic",2,3,2,19
2007-12-22,"Low","Flo Rida Featuring T-Pain",3,4,3,7
2007-12-22,"Kiss Kiss","Chris Brown Featuring T-Pain",4,2,1,13
2007-12-22,"Clumsy","Fergie",5,6,5,9
2007-12-22,"Bubbly","Colbie Caillat",6,5,5,24
2007-12-22,"Hate That I Love You","Rihanna Featuring Ne-Yo",7,9,7,15
2007-12-22,"Paralyzer","Finger Eleven",8,10,8,27
2007-12-22,"Good Life","Kanye West Featuring T-Pain",9,7,7,13
2007-12-22,"Tattoo","Jordin Sparks",10,11,10,11
2007-12-22,"Crank That (Soulja Boy)","Soulja Boy Tell'em",11,8,1,22
2007-12-22,"Cyclone","Baby Bash Featuring T-Pain",12,12,7,20
2007-12-22,"Stronger","Kanye West",13,13,1,20
2007-12-22,"Can't Help But Wait","Trey Songz",14,19,14,12
2007-12-22,"Duffle Bag Boy","Playaz Circle Featuring Lil Wayne",15,18,15,12
2007-12-22,"Hypnotized","Plies Featuring Akon",16,21,16,11
2007-12-22,"The Way I Are","Timbaland Featuring Keri Hilson",17,14,3,28
2007-12-22,"Love Like This","Natasha Bedingfield Featuring Sean Kingston",18,20,18,8
2007-12-22,"Like You'll Never See Me Again","Alicia Keys",19,29,19,5
2007-12-22,"Sweetest Girl (Dollar Bill)","Wyclef Jean Featuring Akon, Lil Wayne & Niia",20,32,20,13
2007-12-22,"Take You There","Sean Kingston",21,27,21,6
2007-12-22,"Our Song","Taylor Swift",22,24,22,11
2007-12-22,"Until The End Of Time","Justin Timberlake Duet With Beyonce",23,17,17,23
2007-12-22,"Shawty Is A 10","The-Dream",24,23,17,14
2007-12-22,"How Far We've Come","matchbox twenty",25,16,11,15
2007-12-22,"I'm So Hood","DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",26,25,19,13
2007-12-22,"Over You","Daughtry",27,22,18,18
2007-12-22,"Bed","J. Holiday",28,15,5,21
2007-12-22,"Just Fine","Mary J. Blige",29,26,26,8
2007-12-22,"Teardrops On My Guitar","Taylor Swift",30,44,30,27
2007-12-22,"I Don't Wanna Be In Love (Dance Floor Anthem)","Good Charlotte",31,31,26,14
2007-12-22,"Big Girls Don't Cry","Fergie",32,28,1,34
2007-12-22,"Into The Night","Santana Featuring Chad Kroeger",33,37,33,10
2007-12-22,"Misery Business","Paramore",34,40,34,21
2007-12-22,"Stay","Sugarland",35,38,32,9
2007-12-22,"Who Knew","P!nk",36,30,9,27
2007-12-22,"Shadow Of The Day","Linkin Park",37,50,37,5
2007-12-22,"Wake Up Call","Maroon 5",38,33,19,18
2007-12-22,"Soulja Girl","Soulja Boy Tell'em Featuring I-15",39,34,32,10
2007-12-22,"With You","Chris Brown",40,72,40,2
2007-12-22,"Don't Blink","Kenny Chesney",41,39,29,14
2007-12-22,"Shoulda Let You Go","Keyshia Cole Introducing Amina",42,41,41,11
2007-12-22,"Ayo Technology","50 Cent Featuring Justin Timberlake & Timbaland",43,35,5,18
2007-12-22,"Girlfriend","Bow Wow & Omarion",44,46,44,6
2007-12-22,"Suffocate","J. Holiday",45,53,45,5
2007-12-22,"Rockstar","Nickelback",46,43,6,44
2007-12-22,"My Drink N' My 2 Step","Cassidy Featuring Swizz Beatz",47,45,33,13
2007-12-22,"Get Buck In Here","DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon",48,48,41,5
2007-12-22,"Piece Of Me","Britney Spears",49,47,47,6
2007-12-22,"Flashing Lights","Kanye West Featuring Dwele",50,57,50,3
2007-12-22,"Sensual Seduction","Snoop Dogg",51,76,51,2
2007-12-22,"So Small","Carrie Underwood",52,36,17,17
2007-12-22,"Firecracker","Josh Turner",53,51,50,13
2007-12-22,"How 'Bout Them Cowgirls","George Strait",54,49,49,14
2007-12-22,"Ready, Set, Don't Go","Billy Ray Cyrus With Miley Cyrus",55,54,54,12
2007-12-22,"Pop Bottles","Birdman Featuring Lil Wayne",56,64,56,6
2007-12-22,"Baby Don't Go","Fabolous Featuring Jermaine Dupri",57,42,23,15
2007-12-22,"The Pretender","Foo Fighters",58,59,37,18
2007-12-22,"What Do Ya Think About That","Montgomery Gentry",59,60,59,10
2007-12-22,"Gimme More","Britney Spears",60,52,3,14
2007-12-22,"Winner At A Losing Game","Rascal Flatts",61,61,61,7
2007-12-22,"Fake It","Seether",62,62,62,10
2007-12-22,"Letter To Me","Brad Paisley",63,70,63,4
2007-12-22,"Fall","Clay Walker",64,55,55,14
2007-12-22,"Work That","Mary J. Blige",65,91,65,2
2007-12-22,"Everybody","Keith Urban",66,67,66,10
2007-12-22,"Don't Stop The Music","Rihanna",67,88,67,3
2007-12-22,"Roc Boys (And The Winner Is)...","JAY-Z",68,63,63,6
2007-12-22,"More Than A Memory","Garth Brooks",69,56,53,15
2007-12-22,"Independent","Webbie Featuring Lil' Phat & Lil' Boosie",70,87,70,3
2007-12-22,"Never Too Late","Three Days Grace",71,79,71,19
2007-12-22,"Love Song","Sara Bareilles",72,93,72,6
2007-12-22,"Watching Airplanes","Gary Allan",73,74,73,7
2007-12-22,"Livin' Our Love Song","Jason Michael Carroll",74,58,52,15
2007-12-22,"Hood Figga","Gorilla Zoe",75,66,38,20
2007-12-22,"As If","Sara Evans",76,69,62,9
2007-12-22,"Freaky Gurl","Gucci Mane",77,71,62,12
2007-12-22,"Calabria 2008","Enur Featuring Natasja",78,86,78,4
2007-12-22,"Free And Easy (Down The Road I Go)","Dierks Bentley",79,65,46,19
2007-12-22,"Take Me There","Rascal Flatts",80,73,19,20
2007-12-22,"Nothin' Better To Do","LeAnn Rimes",81,77,73,11
2007-12-22,"Bleed It Out","Linkin Park",82,83,52,19
2007-12-22,"S.O.S.","Jonas Brothers",83,78,17,18
2007-12-22,"Hero/Heroine","Boys Like Girls",84,0,84,1
2007-12-22,"Pictures Of You","The Last Goodnight",85,82,77,9
2007-12-22,"Sorry","Buckcherry",86,0,86,1
2007-12-22,"Mistletoe","Colbie Caillat",87,75,75,3
2007-12-22,"Taking Chances","Celine Dion",88,68,54,4
2007-12-22,"Me Enamora","Juanes",89,81,69,12
2007-12-22,"Stealing Cinderella","Chuck Wicks",90,90,90,4
2007-12-22,"Cleaning This Gun (Come On In Boy)","Rodney Atkins",91,94,91,3
2007-12-22,"The Way I Am","Ingrid Michaelson",92,100,37,7
2007-12-22,"Go Girl","Pitbull Featuring Trina & Young Bo$$",93,92,92,2
2007-12-22,"See You Again","Miley Cyrus",94,0,94,1
2007-12-22,"Never","Jaheim",95,0,95,1
2007-12-22,"This Christmas","Chris Brown",96,80,80,3
2007-12-22,"Crying Out For Me","Mario",97,97,97,2
2007-12-22,"International Harvester","Craig Morgan",98,99,98,2
2007-12-22,"If You're Reading This","Tim McGraw",99,89,41,18
2007-12-22,"Say","John Mayer",100,85,85,2
2007-12-15,"No One","Alicia Keys",1,1,1,13
2007-12-15,"Kiss Kiss","Chris Brown Featuring T-Pain",2,3,1,12
2007-12-15,"Apologize","Timbaland Featuring OneRepublic",3,2,2,18
2007-12-15,"Low","Flo Rida Featuring T-Pain",4,4,4,6
2007-12-15,"Bubbly","Colbie Caillat",5,6,5,23
2007-12-15,"Clumsy","Fergie",6,7,6,8
2007-12-15,"Good Life","Kanye West Featuring T-Pain",7,8,7,12
2007-12-15,"Crank That (Soulja Boy)","Soulja Boy Tell'em",8,5,1,21
2007-12-15,"Hate That I Love You","Rihanna Featuring Ne-Yo",9,9,9,14
2007-12-15,"Paralyzer","Finger Eleven",10,11,10,26
2007-12-15,"Tattoo","Jordin Sparks",11,12,11,10
2007-12-15,"Cyclone","Baby Bash Featuring T-Pain",12,10,7,19
2007-12-15,"Stronger","Kanye West",13,13,1,19
2007-12-15,"The Way I Are","Timbaland Featuring Keri Hilson",14,14,3,27
2007-12-15,"Bed","J. Holiday",15,16,5,20
2007-12-15,"How Far We've Come","matchbox twenty",16,15,11,14
2007-12-15,"Until The End Of Time","Justin Timberlake Duet With Beyonce",17,33,17,22
2007-12-15,"Duffle Bag Boy","Playaz Circle Featuring Lil Wayne",18,17,17,11
2007-12-15,"Can't Help But Wait","Trey Songz",19,25,19,11
2007-12-15,"Love Like This","Natasha Bedingfield Featuring Sean Kingston",20,21,20,7
2007-12-15,"Hypnotized","Plies Featuring Akon",21,24,21,10
2007-12-15,"Over You","Daughtry",22,18,18,17
2007-12-15,"Shawty Is A 10","The-Dream",23,19,17,13
2007-12-15,"Our Song","Taylor Swift",24,23,23,10
2007-12-15,"I'm So Hood","DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",25,22,19,12
2007-12-15,"Just Fine","Mary J. Blige",26,36,26,7
2007-12-15,"Take You There","Sean Kingston",27,31,27,5
2007-12-15,"Big Girls Don't Cry","Fergie",28,20,1,33
2007-12-15,"Like You'll Never See Me Again","Alicia Keys",29,46,29,4
2007-12-15,"Who Knew","P!nk",30,30,9,26
2007-12-15,"I Don't Wanna Be In Love (Dance Floor Anthem)","Good Charlotte",31,26,26,13
2007-12-15,"Sweetest Girl (Dollar Bill)","Wyclef Jean Featuring Akon, Lil Wayne & Niia",32,37,32,12
2007-12-15,"Wake Up Call","Maroon 5",33,29,19,17
2007-12-15,"Soulja Girl","Soulja Boy Tell'em Featuring I-15",34,32,32,9
2007-12-15,"Ayo Technology","50 Cent Featuring Justin Timberlake & Timbaland",35,27,5,17
2007-12-15,"So Small","Carrie Underwood",36,28,17,16
2007-12-15,"Into The Night","Santana Featuring Chad Kroeger",37,39,37,9
2007-12-15,"Stay","Sugarland",38,40,32,8
2007-12-15,"Don't Blink","Kenny Chesney",39,38,29,13
2007-12-15,"Misery Business","Paramore",40,43,34,20
2007-12-15,"Shoulda Let You Go","Keyshia Cole Introducing Amina",41,45,41,10
2007-12-15,"Baby Don't Go","Fabolous Featuring Jermaine Dupri",42,35,23,14
2007-12-15,"Rockstar","Nickelback",43,34,6,43
2007-12-15,"Teardrops On My Guitar","Taylor Swift",44,0,33,26
2007-12-15,"My Drink N' My 2 Step","Cassidy Featuring Swizz Beatz",45,41,33,12
2007-12-15,"Girlfriend","Bow Wow & Omarion",46,56,46,5
2007-12-15,"Piece Of Me","Britney Spears",47,63,47,5
2007-12-15,"Get Buck In Here","DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon",48,48,41,4
2007-12-15,"How 'Bout Them Cowgirls","George Strait",49,50,49,13
2007-12-15,"Shadow Of The Day","Linkin Park",50,54,50,4
2007-12-15,"Firecracker","Josh Turner",51,51,50,12
2007-12-15,"Gimme More","Britney Spears",52,42,3,13
2007-12-15,"Suffocate","J. Holiday",53,72,53,4
2007-12-15,"Ready, Set, Don't Go","Billy Ray Cyrus With Miley Cyrus",54,58,54,11
2007-12-15,"Fall","Clay Walker",55,55,55,13
2007-12-15,"More Than A Memory","Garth Brooks",56,53,53,14
2007-12-15,"Flashing Lights","Kanye West Featuring Dwele",57,75,57,2
2007-12-15,"Livin' Our Love Song","Jason Michael Carroll",58,52,52,14
2007-12-15,"The Pretender","Foo Fighters",59,60,37,17
2007-12-15,"What Do Ya Think About That","Montgomery Gentry",60,65,60,9
2007-12-15,"Winner At A Losing Game","Rascal Flatts",61,70,61,6
2007-12-15,"Fake It","Seether",62,67,62,9
2007-12-15,"Roc Boys (And The Winner Is)...","JAY-Z",63,64,63,5
2007-12-15,"Pop Bottles","Birdman Featuring Lil Wayne",64,73,64,5
2007-12-15,"Free And Easy (Down The Road I Go)","Dierks Bentley",65,61,46,18
2007-12-15,"Hood Figga","Gorilla Zoe",66,59,38,19
2007-12-15,"Everybody","Keith Urban",67,71,67,9
2007-12-15,"Taking Chances","Celine Dion",68,68,54,3
2007-12-15,"As If","Sara Evans",69,69,62,8
2007-12-15,"Letter To Me","Brad Paisley",70,85,70,3
2007-12-15,"Freaky Gurl","Gucci Mane",71,62,62,11
2007-12-15,"With You","Chris Brown",72,0,72,1
2007-12-15,"Take Me There","Rascal Flatts",73,66,19,19
2007-12-15,"Watching Airplanes","Gary Allan",74,80,74,6
2007-12-15,"Mistletoe","Colbie Caillat",75,86,75,2
2007-12-15,"Sensual Seduction","Snoop Dogg",76,0,76,1
2007-12-15,"Nothin' Better To Do","LeAnn Rimes",77,79,73,10
2007-12-15,"S.O.S.","Jonas Brothers",78,57,17,17
2007-12-15,"Never Too Late","Three Days Grace",79,77,71,18
2007-12-15,"This Christmas","Chris Brown",80,89,80,2
2007-12-15,"Me Enamora","Juanes",81,82,69,11
2007-12-15,"Pictures Of You","The Last Goodnight",82,81,77,8
2007-12-15,"Bleed It Out","Linkin Park",83,83,52,18
2007-12-15,"Online","Brad Paisley",84,76,39,20
2007-12-15,"Say","John Mayer",85,0,85,1
2007-12-15,"Calabria 2008","Enur Featuring Natasja",86,90,86,3
2007-12-15,"Independent","Webbie Featuring Lil' Phat & Lil' Boosie",87,99,87,2
2007-12-15,"Don't Stop The Music","Rihanna",88,94,88,2
2007-12-15,"If You're Reading This","Tim McGraw",89,84,41,17
2007-12-15,"Stealing Cinderella","Chuck Wicks",90,98,90,3
2007-12-15,"Work That","Mary J. Blige",91,0,91,1
2007-12-15,"Go Girl","Pitbull Featuring Trina & Young Bo$$",92,0,92,1
2007-12-15,"Love Song","Sara Bareilles",93,91,91,5
2007-12-15,"Cleaning This Gun (Come On In Boy)","Rodney Atkins",94,100,94,2
2007-12-15,"Still Will","50 Cent Featuring Akon",95,0,95,1
2007-12-15,"I'm Like A Lawyer...(Me & You)","Fall Out Boy",96,74,68,6
2007-12-15,"Crying Out For Me","Mario",97,0,97,1
2007-12-15,"Sexy Movimiento","Wisin & Yandel",98,0,98,3
2007-12-15,"International Harvester","Craig Morgan",99,0,99,1
2007-12-15,"The Way I Am","Ingrid Michaelson",100,0,37,6
2007-12-08,"No One","Alicia Keys",1,1,1,12
2007-12-08,"Apologize","Timbaland Featuring OneRepublic",2,3,2,17
2007-12-08,"Kiss Kiss","Chris Brown Featuring T-Pain",3,2,1,11
2007-12-08,"Low","Flo Rida Featuring T-Pain",4,4,4,5
2007-12-08,"Crank That (Soulja Boy)","Soulja Boy Tell'em",5,6,1,20
2007-12-08,"Bubbly","Colbie Caillat",6,5,5,22
