date,title,artist,current,previous,peak,weeks
2005-12-31,"Don't Forget About Us","Mariah Carey",1,2,1,11
2005-12-31,"Run It!","Chris Brown",2,1,1,19
2005-12-31,"Grillz","Nelly Featuring Paul Wall, Ali & Gipp",3,4,3,7
2005-12-31,"Laffy Taffy","D4L",4,3,2,14
2005-12-31,"Stickwitu","The Pussycat Dolls",5,7,5,11
2005-12-31,"Photograph","Nickelback",6,5,2,17
2005-12-31,"Gold Digger","Kanye West Featuring Jamie Foxx",7,6,1,23
2005-12-31,"Check On It","Beyonce Featuring Slim Thug",8,18,8,7
2005-12-31,"Because Of You","Kelly Clarkson",9,10,7,18
2005-12-31,"There It Go! (The Whistle Song)","Juelz Santana",10,12,10,12
2005-12-31,"My Humps","The Black Eyed Peas",11,9,3,20
2005-12-31,"One Wish","Ray J",12,16,12,13
2005-12-31,"Stay Fly","Three 6 Mafia Featuring Young Buck & Eightball & MJG",13,13,13,15
2005-12-31,"Soul Survivor","Young Jeezy Featuring Akon",14,11,4,18
2005-12-31,"I Think They Like Me","Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",15,17,15,15
2005-12-31,"When I'm Gone","Eminem",16,8,8,6
2005-12-31,"I'm Sprung","T-Pain",17,14,8,19
2005-12-31,"Here We Go","Trina Featuring Kelly Rowland",18,20,17,13
2005-12-31,"We Be Burnin'","Sean Paul",19,15,6,16
2005-12-31,"Be Without You","Mary J. Blige",20,25,20,6
2005-12-31,"Hung Up","Madonna",21,19,7,9
2005-12-31,"Sugar, We're Goin' Down","Fall Out Boy",22,21,8,27
2005-12-31,"You're Beautiful","James Blunt",23,22,22,8
2005-12-31,"Dance, Dance","Fall Out Boy",24,24,22,9
2005-12-31,"Luxurious","Gwen Stefani",25,23,21,9
2005-12-31,"So Sick","Ne-Yo",26,35,26,4
2005-12-31,"Dirty Little Secret","The All-American Rejects",27,28,27,21
2005-12-31,"Heard 'Em Say","Kanye West Featuring Adam Levine",28,26,26,10
2005-12-31,"You And Me","Lifehouse",29,29,5,46
2005-12-31,"Feel Good Inc","Gorillaz",30,33,14,32
2005-12-31,"Jesus, Take The Wheel","Carrie Underwood",31,42,31,7
2005-12-31,"Fireman","Lil Wayne",32,36,32,7
2005-12-31,"Wake Me Up When September Ends","Green Day",33,30,6,22
2005-12-31,"I Should Have Cheated","Keyshia Cole",34,31,30,13
2005-12-31,"Kryptonite (I'm On It)","Purple Ribbon All-Stars",35,43,35,6
2005-12-31,"If It's Lovin' That You Want","Rihanna",36,38,36,11
2005-12-31,"Beverly Hills","Weezer",37,37,10,38
2005-12-31,"Honky Tonk Badonkadonk","Trace Adkins",38,46,38,9
2005-12-31,"Must Be Doin' Somethin' Right","Billy Currington",39,44,39,11
2005-12-31,"Come A Little Closer","Dierks Bentley",40,39,31,15
2005-12-31,"Shake It Off","Mariah Carey",41,32,2,23
2005-12-31,"Girl Tonite","Twista Featuring Trey Songz",42,34,14,17
2005-12-31,"Turn It Up","Chamillionaire Featuring Lil' Flip",43,48,43,9
2005-12-31,"Tequila Makes Her Clothes Fall Off","Joe Nichols",44,41,32,12
2005-12-31,"Don't Cha","The Pussycat Dolls Featuring Busta Rhymes",45,45,2,35
2005-12-31,"Window Shopper","50 Cent",46,27,20,8
2005-12-31,"Unpredictable","Jamie Foxx Featuring Ludacris",47,58,47,5
2005-12-31,"Georgia","Ludacris & Field Mob Featuring Jamie Foxx",48,0,48,1
2005-12-31,"Unbreakable","Alicia Keys",49,40,34,14
2005-12-31,"We Belong Together","Mariah Carey",50,49,1,38
2005-12-31,"Unwritten","Natasha Bedingfield",51,60,51,4
2005-12-31,"Shake That","Eminem Featuring Nate Dogg",52,76,52,2
2005-12-31,"Like We Never Loved At All","Faith Hill",53,51,45,13
2005-12-31,"She Let Herself Go","George Strait",54,54,54,9
2005-12-31,"Everytime We Touch","Cascada",55,62,55,3
2005-12-31,"Who You'd Be Today","Kenny Chesney",56,47,37,13
2005-12-31,"Better Days","Goo Goo Dolls",57,59,36,13
2005-12-31,"Boondocks","Little Big Town",58,56,56,10
2005-12-31,"Good Ride Cowboy","Garth Brooks",59,61,59,11
2005-12-31,"Soul Meets Body","Death Cab For Cutie",60,81,60,13
2005-12-31,"Don't Bother","Shakira",61,52,42,7
2005-12-31,"When I Get Where I'm Going","Brad Paisley Featuring Dolly Parton",62,72,62,5
2005-12-31,"Hypnotize","System Of A Down",63,65,61,8
2005-12-31,"Nasty Girl","The Notorious B.I.G. Featuring Diddy, Nelly, Jagged Edge & Avery Storm",64,83,64,3
2005-12-31,"Twisted Transistor","Korn",65,64,64,6
2005-12-31,"Rompe","Daddy Yankee",66,70,66,5
2005-12-31,"Touch It","Busta Rhymes",67,88,67,2
2005-12-31,"Gotta Go","Trey Songz",68,67,67,5
2005-12-31,"Miss Me Baby","Chris Cagle",69,71,67,9
2005-12-31,"Pump It","The Black Eyed Peas",70,90,70,4
2005-12-31,"Shake","Ying Yang Twins Featuring Pitbull",71,63,41,18
2005-12-31,"Rodeo","Juvenile",72,80,72,4
2005-12-31,"Fresh Azimiz","Bow Wow Featuring J-Kwon & Jermaine Dupri",73,84,73,2
2005-12-31,"Seasons Of Love","Cast Of Rent",74,53,33,9
2005-12-31,"Better Life","Keith Urban",75,66,44,17
2005-12-31,"L.O.V.E.","Ashlee Simpson",76,0,76,2
2005-12-31,"Big Blue Note","Toby Keith",77,55,55,12
2005-12-31,"Bat Country","Avenged Sevenfold",78,79,76,8
2005-12-31,"Just Might (Make Me Believe)","Sugarland",79,75,75,5
2005-12-31,"Save Me","Shinedown",80,73,72,7
2005-12-31,"Perfect Situation","Weezer",81,92,81,2
2005-12-31,"DOA","Foo Fighters",82,68,68,8
2005-12-31,"Looking For You","Kirk Franklin",83,77,74,4
2005-12-31,"More Than Words","Frankie J",84,69,25,16
2005-12-31,"Rakata","Wisin & Yandel",85,99,85,4
2005-12-31,"Tonight I Wanna Cry","Keith Urban",86,0,86,1
2005-12-31,"I'm N Luv (Wit A Stripper)","T-Pain Featuring Mike Jones",87,0,87,1
2005-12-31,"My Old Friend","Tim McGraw",88,89,87,5
2005-12-31,"Yo (Excuse Me Miss)","Chris Brown",89,0,89,1
2005-12-31,"Kerosene","Miranda Lambert",90,0,90,2
2005-12-31,"Presidential","YoungBloodZ",91,0,81,10
2005-12-31,"Boyfriend","Ashlee Simpson",92,86,19,15
2005-12-31,"Your Man","Josh Turner",93,96,93,2
2005-12-31,"Remedy","Seether",94,0,94,3
2005-12-31,"Believe","Brooks & Dunn",95,97,95,2
2005-12-31,"Hit The Floor","Twista Featuring Pitbull",96,100,95,3
2005-12-31,"Confessions Of A Broken Heart (Daughter To Father)","Lindsay Lohan",97,57,57,6
2005-12-31,"She Don't Tell Me To","Montgomery Gentry",98,0,98,1
2005-12-31,"Have A Nice Day","Bon Jovi",99,95,53,10
2005-12-31,"Comin' To Your City","Big & Rich",100,93,72,5
2005-12-24,"Run It!","Chris Brown",1,1,1,18
2005-12-24,"Don't Forget About Us","Mariah Carey",2,7,2,10
2005-12-24,"Laffy Taffy","D4L",3,2,2,13
2005-12-24,"Grillz","Nelly Featuring Paul Wall, Ali & Gipp",4,11,4,6
2005-12-24,"Photograph","Nickelback",5,4,2,16
2005-12-24,"Gold Digger","Kanye West Featuring Jamie Foxx",6,3,1,22
2005-12-24,"Stickwitu","The Pussycat Dolls",7,9,7,10
2005-12-24,"When I'm Gone","Eminem",8,8,8,5
2005-12-24,"My Humps","The Black Eyed Peas",9,6,3,19
2005-12-24,"Because Of You","Kelly Clarkson",10,12,7,17
2005-12-24,"Soul Survivor","Young Jeezy Featuring Akon",11,5,4,17
2005-12-24,"There It Go! (The Whistle Song)","Juelz Santana",12,15,11,11
2005-12-24,"Stay Fly","Three 6 Mafia Featuring Young Buck & Eightball & MJG",13,17,13,14
2005-12-24,"I'm Sprung","T-Pain",14,13,8,18
2005-12-24,"We Be Burnin'","Sean Paul",15,10,6,15
2005-12-24,"One Wish","Ray J",16,18,16,12
2005-12-24,"I Think They Like Me","Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",17,16,15,14
2005-12-24,"Check On It","Beyonce Featuring Slim Thug",18,21,18,6
2005-12-24,"Hung Up","Madonna",19,14,7,8
2005-12-24,"Here We Go","Trina Featuring Kelly Rowland",20,19,17,12
2005-12-24,"Sugar, We're Goin' Down","Fall Out Boy",21,20,8,26
2005-12-24,"You're Beautiful","James Blunt",22,46,22,7
