date,title,artist,current,previous,peak,weeks,new
2005-12-31,"Curtain Call: The Hits","Eminem",1,1,1,2,False
2005-12-31,"Some Hearts","Carrie Underwood",2,5,2,5,False
2005-12-31,"NOW 20","Various Artists",3,4,1,7,False
2005-12-31,"The Real Thing","Bo Bice",4,0,4,1,True
2005-12-31,"The Road And The Radio","Kenny Chesney",5,6,1,6,False
2005-12-31,"All The Right Reasons","Nickelback",6,7,1,11,False
2005-12-31,"The Emancipation Of Mimi","Mariah Carey",7,8,1,36,False
2005-12-31,"Breakaway","Kelly Clarkson",8,11,3,55,False
2005-12-31,"Monkey Business","The Black Eyed Peas",9,9,2,28,False
2005-12-31,"The Legend Of Johnny Cash","Johnny Cash",10,12,10,8,False
2005-12-31,"Ludacris Presents...Disturbing Tha Peace","Ludacris And DTP",11,0,11,1,True
2005-12-31,"Amarantine","Enya",12,10,6,4,False
2005-12-31,"Feels Like Today","Rascal Flatts",13,15,1,64,False
2005-12-31,"Chris Brown","Chris Brown",14,18,2,3,False
2005-12-31,"Confessions On A Dance Floor","Madonna",15,13,1,5,False
2005-12-31,"American Idiot","Green Day",16,25,1,65,False
2005-12-31,"See You On The Other Side","Korn",17,3,3,2,False
2005-12-31,"From Under The Cork Tree","Fall Out Boy",18,16,9,33,False
2005-12-31,"Ain't Nobody Worryin'","Anthony Hamilton",19,0,19,1,True
2005-12-31,"Christmas Songs","Diana Krall Featuring The Clayton/Hamilton Jazz Orchestra",20,17,17,7,False
2005-12-31,"Tha Carter II","Lil Wayne",21,2,2,2,False
2005-12-31,"The Christmas Collection","Il Divo",22,23,14,8,False
2005-12-31,"Timeless","Martina McBride",23,28,3,9,False
2005-12-31,"Barrio Fino: En Directo","Daddy Yankee",24,0,24,1,True
2005-12-31,"Comin' To Your City","Big & Rich",25,22,7,5,False
2005-12-31,"Fireflies","Faith Hill",26,19,1,20,False
2005-12-31,"Hypnotize","System Of A Down",27,14,1,4,False
2005-12-31,"Be Here","Keith Urban",28,32,3,65,False
2005-12-31,"Songs About Me","Trace Adkins",29,31,11,39,False
2005-12-31,"Reba: #1's","Reba McEntire",30,24,12,4,False
2005-12-31,"Twice The Speed Of Life","Sugarland",31,30,16,48,False
2005-12-31,"PCD","The Pussycat Dolls",32,27,5,14,False
2005-12-31,"Get Rich Or Die Tryin'","Soundtrack",33,21,2,6,False
2005-12-31,"Most Wanted","Hilary Duff",34,29,1,18,False
2005-12-31,"Late Registration","Kanye West",35,37,1,16,False
2005-12-31,"#1's","Destiny's Child",36,36,1,8,False
2005-12-31,"Oral Fixation Vol. 2","Shakira",37,26,5,3,False
2005-12-31,"Thanks For The Memory... The Great American Songbook Vol. IV","Rod Stewart",38,34,2,9,False
2005-12-31,"All Jacked Up","Gretchen Wilson",39,35,1,12,False
2005-12-31,"Love. Angel. Music. Baby.","Gwen Stefani",40,38,5,56,False
2005-12-31,"Demon Days","Gorillaz",41,33,6,30,False
2005-12-31,"Bullet In A Bible","Green Day",42,48,8,5,False
2005-12-31,"The Chronicles Of Narnia: The Lion, The Witch And The Wardrobe","Soundtrack",43,0,43,1,True
2005-12-31,"Ev'rybody Know Me","YoungBloodZ",44,0,44,1,True
2005-12-31,"12 Songs","Neil Diamond",45,45,4,6,False
2005-12-31,"A Little More Personal (Raw)","Lindsay Lohan",46,20,20,2,False
2005-12-31,"I Am Me","Ashlee Simpson",47,39,1,9,False
2005-12-31,"Have A Nice Day","Bon Jovi",48,44,2,13,False
2005-12-31,"Modern Day Drifter","Dierks Bentley",49,50,6,32,False
2005-12-31,"It's Time","Michael Buble",50,49,7,45,False
2005-12-31,"X&Y","Coldplay",51,43,1,28,False
2005-12-31,"Walk The Line","Soundtrack",52,46,31,5,False
2005-12-31,"WOW Hits 2006","Various Artists",53,57,42,11,False
2005-12-31,"Back To Bedlam","James Blunt",54,47,47,11,False
2005-12-31,"Now 19","Various Artists",55,52,1,22,False
2005-12-31,"The Long Road Home: The Ultimate John Fogerty-Creedence Collection","John Fogerty",56,69,13,7,False
2005-12-31,"The Great Divide","Scott Stapp",57,51,19,4,False
2005-12-31,"All That I Am","Santana",58,55,2,7,False
2005-12-31,"Unplugged","Alicia Keys",59,70,1,10,False
2005-12-31,"Sweatsuit","Nelly",60,54,26,4,False
2005-12-31,"Ten Thousand Fists","Disturbed",61,65,1,13,False
2005-12-31,"What The Game's Been Missing!","Juelz Santana",62,41,9,4,False
2005-12-31,"Doin' Somethin' Right","Billy Currington",63,66,11,9,False
2005-12-31,"Rent: Selections From The Original Motion Picture","Soundtrack",64,58,43,5,False
2005-12-31,"Let's Get It: Thug Motivation 101","Young Jeezy",65,63,2,21,False
2005-12-31,"Time Well Wasted","Brad Paisley",66,62,2,18,False
2005-12-31,"The Sound Of Revenge","Chamillionaire",67,42,10,4,False
2005-12-31,"Honkytonk University","Toby Keith",68,64,2,31,False
2005-12-31,"Move Along","The All-American Rejects",69,79,6,23,False
