date,title,artist,current,previous,peak,weeks,new
2002-12-28,"Up!","Shania Twain",1,1,1,4,False
2002-12-28,"Home","Dixie Chicks",2,9,1,16,False
2002-12-28,"I Care 4 U","Aaliyah",3,0,3,1,True
2002-12-28,"Tim McGraw And The Dancehall Doctors","Tim McGraw",4,2,2,3,False
2002-12-28,"8 Mile","Soundtrack",5,5,1,7,False
2002-12-28,"Let Go","Avril Lavigne",6,6,2,28,False
2002-12-28,"Now 11","Various Artists",7,4,2,4,False
2002-12-28,"This Is Me...Then","Jennifer Lopez",8,7,6,3,False
2002-12-28,"Just Whitney...","Whitney Houston",9,0,9,1,True
2002-12-28,"Pandemonium!","B2K",10,0,10,1,True
2002-12-28,"Justified","Justin Timberlake",11,13,2,6,False
2002-12-28,"Elv1s: 30 #1 Hits","Elvis Presley",12,11,1,12,False
2002-12-28,"Cry","Faith Hill",13,10,1,9,False
2002-12-28,"Charmbracelet","Mariah Carey",14,3,3,2,False
2002-12-28,"Come Away With Me","Norah Jones",15,17,6,42,False
2002-12-28,"Stripped","Christina Aguilera",16,14,2,7,False
2002-12-28,"Josh Groban","Josh Groban",17,12,8,53,False
2002-12-28,"God's Son","Nas",18,0,18,1,True
2002-12-28,"It Had To Be You ... The Great American Songbook","Rod Stewart",19,22,4,8,False
2002-12-28,"The Eminem Show","Eminem",20,15,1,30,False
2002-12-28,"Better Dayz","2Pac",21,8,5,3,False
2002-12-28,"Back In The U.S. Live 2002","Paul McCartney",22,16,8,3,False
2002-12-28,"Nellyville","Nelly",23,20,1,25,False
2002-12-28,"Shaman","Santana",24,18,1,8,False
2002-12-28,"Forty Licks","The Rolling Stones",25,23,2,11,False
2002-12-28,"Unleashed","Toby Keith",26,30,1,21,False
2002-12-28,"The Blueprint 2: The Gift And The Curse","JAY-Z",27,21,1,5,False
2002-12-28,"Under Construction","Missy Elliott",28,19,3,5,False
2002-12-28,"More Than You Think You Are","matchbox twenty",29,26,6,4,False
2002-12-28,"Sentimento","Andrea Bocelli",30,31,12,6,False
2002-12-28,"The Last Temptation","Ja Rule",31,24,4,4,False
2002-12-28,"Steal This Album!","System Of A Down",32,25,15,3,False
2002-12-28,"M!ssundaztood","P!nk",33,34,6,56,False
2002-12-28,"Let It Be Christmas","Alan Jackson",34,27,27,6,False
2002-12-28,"Wishes","Kenny G",35,29,29,8,False
2002-12-28,"Melt","Rascal Flatts",36,32,5,7,False
2002-12-28,"Josh Groban In Concert","Josh Groban",37,35,35,2,False
2002-12-28,"Greatest Hits 1970-2002","Elton John",38,33,12,5,False
2002-12-28,"No Shoes, No Shirt, No Problems","Kenny Chesney",39,43,1,34,False
2002-12-28,"The Young And The Hopeless","Good Charlotte",40,40,7,11,False
2002-12-28,"Drive","Alan Jackson",41,42,1,48,False
2002-12-28,"Nirvana","Nirvana",42,36,3,7,False
2002-12-28,"Room For Squares","John Mayer",43,44,15,51,False
2002-12-28,"Paid Tha Cost To Be Da Bo$$","Snoop Dogg",44,28,12,3,False
2002-12-28,"Come Clean","Puddle Of Mudd",45,50,9,68,False
2002-12-28,"Round Room","Phish",46,0,46,1,True
2002-12-28,"Electric Circus","Common",47,0,47,1,True
2002-12-28,"Away From The Sun","3 Doors Down",48,38,8,5,False
2002-12-28,"Ballers","504 Boyz",49,0,49,1,True
2002-12-28,"Swizz Beatz Presents G.H.E.T.T.O. Stories","Various Artists",50,0,50,1,True
2002-12-28,"Audioslave","Audioslave",51,41,7,4,False
2002-12-28,"Duets","Barbra Streisand",52,47,38,3,False
2002-12-28,"3D","TLC",53,48,6,5,False
2002-12-28,"The Spirit Room","Michelle Branch",54,54,28,70,False
2002-12-28,"A Wonderful World","Tony Bennett & k.d. Lang",55,52,41,6,False
2002-12-28,"The Best Of 1990-2000","U2",56,58,34,5,False
2002-12-28,"WOW Hits 2003","Various Artists",57,53,34,11,False
2002-12-28,"Dru World Order","Dru Hill",58,37,21,3,False
2002-12-28,"Does This Look Infected?","Sum 41",59,51,32,3,False
2002-12-28,"Cocky","Kid Rock",60,64,7,56,False
2002-12-28,"Birdman","Baby",61,39,24,3,False
2002-12-28,"The Lord Of The Rings: The Two Towers","Soundtrack",62,0,62,1,True
2002-12-28,"WOW Christmas (Red)","Various Artists",63,45,45,11,False
2002-12-28,"Weathered","Creed",64,71,1,56,False
2002-12-28,"The Very Best Of Fleetwood Mac","Fleetwood Mac",65,57,12,9,False
2002-12-28,"Lizzie McGuire","Soundtrack",66,65,65,18,False
2002-12-28,"The Rising","Bruce Springsteen",67,75,1,20,False
2002-12-28,"Be Not Nobody","Vanessa Carlton",68,77,5,33,False
2002-12-28,"Worship Again","Michael W. Smith",69,68,14,8,False
2002-12-28,"By The Way","Red Hot Chili Peppers",70,78,2,23,False
2002-12-28,"Rock Steady","No Doubt",71,70,9,53,False
2002-12-28,"Now 10","Various Artists",72,67,2,21,False
2002-12-28,"A Christmas Gift Of Love","Barry Manilow",73,55,55,5,False
2002-12-28,"Totally Country Vol. 2","Various Artists",74,61,23,7,False
2002-12-28,"Legend Of The Liquid Sword","GZA/Genius",75,0,75,1,True
2002-12-28,"Ashanti","Ashanti",76,72,1,37,False
2002-12-28,"Simply Deep","Kelly Rowland",77,69,12,8,False
2002-12-28,"Kidz Bop 2","Kidz Bop Kids",78,73,37,17,False
2002-12-28,"The Time-Life Treasury Of Christmas: Holiday Memories","Various Artists",79,46,46,6,False
2002-12-28,"Brainwashed","George Harrison",80,63,18,4,False
2002-12-28,"Phrenology","The Roots",81,49,28,3,False
2002-12-28,"Believe","Disturbed",82,74,1,13,False
2002-12-28,"Voyage To India","India.Arie",83,85,6,12,False
2002-12-28,"Still Ghetto","Jaheim",84,62,8,6,False
2002-12-28,"Live In Paris","Diana Krall",85,84,18,11,False
2002-12-28,"A New Day Has Come","Celine Dion",86,83,1,38,False
2002-12-28,"Prelude: The Best Of Charlotte Church","Charlotte Church",87,76,76,3,False
2002-12-28,"A Rush Of Blood To The Head","Coldplay",88,91,5,16,False
2002-12-28,"Disney's Lilo & Stitch","Soundtrack",89,56,11,22,False
2002-12-28,"One By One","Foo Fighters",90,79,3,8,False
2002-12-28,"The Best Of 1990-2000 & B-Sides","U2",91,80,3,6,False
2002-12-28,"More Than A Woman","Toni Braxton",92,59,13,4,False
2002-12-28,"It Won't Be Christmas Without You","Brooks & Dunn",93,81,81,6,False
2002-12-28,"It Ain't Safe No More...","Busta Rhymes",94,60,43,3,False
2002-12-28,"Wonder What's Next","Chevelle",95,97,14,10,False
2002-12-28,"October Road","James Taylor",96,103,4,18,False
2002-12-28,"Live At Folsom Field Boulder Colorado","Dave Matthews Band",97,93,9,6,False
2002-12-28,"C'mon, C'mon","Sheryl Crow",98,107,2,35,False
2002-12-28,"Back Into Your System","Saliva",99,82,19,5,False
2002-12-28,"Riot Act","Pearl Jam",100,90,5,5,False
2002-12-28,"American Idol: Greatest Moments","Soundtrack",101,86,4,11,False
2002-12-28,"O2","O-Town",102,99,28,5,False
2002-12-28,"Greatest Hits","Martina McBride",103,109,5,65,False
2002-12-28,"Live","Alison Krauss + Union Station",104,100,36,6,False
2002-12-28,"Totally Hits 2002: More Platinum Hits","Various Artists",105,88,21,7,False
2002-12-28,"Songs For The Deaf","Queens Of The Stone Age",106,115,17,16,False
2002-12-28,"Golden Road","Keith Urban",107,94,11,10,False
2002-12-28,"A New Day At Midnight","David Gray",108,102,17,6,False
2002-12-28,"Nivea","Nivea",109,0,109,1,True
2002-12-28,"Scarlet's Walk","Tori Amos",110,101,7,7,False
2002-12-28,"Bounce","Bon Jovi",111,106,2,10,False
2002-12-28,"World Wrestling Entertainment Presents: WWE Anthology (Soundtrack)","Jim Johnston",112,92,13,5,False
2002-12-28,"[Reanimation]","Linkin Park",113,112,2,20,False
2002-12-28,"10","LL Cool J",114,96,2,9,False
2002-12-28,"Kidz Bop Christmas","Kidz Bop Kids",115,66,66,6,False
2002-12-28,"Brushfire Fairytales","Jack Johnson",116,114,34,45,False
2002-12-28,"The Road Less Traveled","George Strait",117,117,9,33,False
2002-12-28,"Testify","Phil Collins",118,87,30,5,False
2002-12-28,"The End Of All Things To Come","Mudvayne",119,95,17,4,False
2002-12-28,"Disneymania: Superstar Artists Sing Disney ...Their Way!","Various Artists",120,129,61,13,False
2002-12-28,"The Bootleg Series Volume 5: Bob Dylan Live 1975 The Rolling Thunder Revue","Bob Dylan",121,104,56,3,False
2002-12-28,"Dutty Rock","Sean Paul",122,89,26,5,False
2002-12-28,"Play (EP)","Play",123,111,74,25,False
2002-12-28,"Another Earthquake","Aaron Carter",124,119,18,15,False
2002-12-28,"Busted Stuff","Dave Matthews Band",125,124,1,22,False
2002-12-28,"Paradise","Kenny G",126,127,9,13,False
2002-12-28,"Christmas With The Rat Pack","Frank Sinatra, Dean Martin & Sammy Davis Jr",127,122,122,4,False
2002-12-28,"Toxicity","System Of A Down",128,121,1,67,False
2002-12-28,"Slicker Than Your Average","Craig David",129,105,32,4,False
2002-12-28,"Almost There","MercyMe",130,186,67,53,False
2002-12-28,"iWorsh!p: A Total Worship Experience","Various Artists",131,125,60,11,False
