date,title,artist,current,previous,peak,weeks,new
1984-12-29,"Purple Rain (Soundtrack)","Prince And The Revolution",1,1,1,25,False
1984-12-29,"Born In The U.S.A.","Bruce Springsteen",2,2,1,28,False
1984-12-29,"Like A Virgin","Madonna",3,3,3,5,False
1984-12-29,"Private Dancer","Tina Turner",4,4,3,29,False
1984-12-29,"Arena","Duran Duran",5,5,5,5,False
1984-12-29,"Big Bam Boom","Daryl Hall John Oates",6,6,5,10,False
1984-12-29,"Volume One","The Honeydrippers",7,7,4,11,False
1984-12-29,"The Woman In Red (Soundtrack)","Stevie Wonder",8,8,4,15,False
1984-12-29,"Chicago 17","Chicago",9,9,9,31,False
1984-12-29,"Can't Slow Down","Lionel Richie",10,10,1,60,False
1984-12-29,"Sports","Huey Lewis & The News",11,11,1,65,False
1984-12-29,"Reckless","Bryan Adams",12,12,12,6,False
1984-12-29,"She's So Unusual: A 30th Anniversary Celebration","Cyndi Lauper",13,13,4,54,False
1984-12-29,"Tropico","Pat Benatar",14,14,14,6,False
1984-12-29,"Lush Life","Linda Ronstadt",15,15,15,4,False
1984-12-29,"The Unforgettable Fire","U2",16,16,12,11,False
1984-12-29,"I Feel For You","Chaka Khan",17,17,14,11,False
1984-12-29,"Valotte","Julian Lennon",18,18,18,8,False
1984-12-29,"Heartbeat City","The Cars",19,19,3,39,False
1984-12-29,"Suddenly","Billy Ocean",20,20,9,19,False
1984-12-29,"1100 Bel Air Place","Julio Iglesias",21,21,5,18,False
1984-12-29,"Break Out","The Pointer Sisters",22,22,8,58,False
1984-12-29,"Make It Big","Wham!",23,23,23,8,False
1984-12-29,"New Edition","New Edition",24,24,24,12,False
1984-12-29,"A Private Heaven","Sheena Easton",25,25,25,11,False
1984-12-29,"Waking Up With The House On Fire","Culture Club",26,26,26,6,False
1984-12-29,"Perfect Strangers","Deep Purple",27,27,27,5,False
1984-12-29,"Animalize","KISS",28,28,19,13,False
1984-12-29,"Emotion","Barbra Streisand",29,29,19,10,False
1984-12-29,"Stay Hungry","Twisted Sister",30,30,15,26,False
1984-12-29,"Tonight","David Bowie",31,31,11,11,False
1984-12-29,"VOA","Sammy Hagar",32,32,32,21,False
1984-12-29,"Welcome To The Pleasure Dome","Frankie Goes To Hollywood",33,33,33,6,False
1984-12-29,"Eddie & The Cruisers (Soundtrack)","John Cafferty & The Beaver Brown Band",34,34,9,27,False
1984-12-29,"Give My Regards To Broad Street","Paul McCartney",35,35,21,8,False
1984-12-29,"Once Upon A Christmas","Kenny Rogers & Dolly Parton",36,36,36,4,False
1984-12-29,"Building The Perfect Beast","Don Henley",37,37,37,3,False
1984-12-29,"1984","Van Halen",38,38,2,49,False
1984-12-29,"Madonna","Madonna",39,39,8,70,False
1984-12-29,"Ice Cream Castle","The Time",40,40,24,23,False
1984-12-29,"Teachers","Soundtrack",41,41,34,10,False
1984-12-29,"Isolation","Toto",42,42,42,6,False
1984-12-29,"Planetary Invasion","Midnight Star",43,43,43,4,False
1984-12-29,"Don't Stop","Jeffrey Osborne",44,44,39,11,False
1984-12-29,"2:00 A.M. Paradise Cafe","Barry Manilow",45,45,45,3,False
1984-12-29,"In The Eye Of The Storm","Roger Hodgson",46,46,46,10,False
1984-12-29,"Thunder Seven","Triumph",47,47,47,4,False
1984-12-29,"Escape","Whodini",48,48,48,6,False
1984-12-29,"What About Me","Kenny Rogers",49,49,31,15,False
1984-12-29,"Phantoms","The Fixx",50,50,19,17,False
1984-12-29,"Eliminator","ZZ Top",51,51,9,89,False
1984-12-29,"All The Rage","General Public",52,52,52,10,False
1984-12-29,"Vital Signs","Survivor",53,53,53,14,False
1984-12-29,"All I Need","Jack Wagner",54,54,54,15,False
1984-12-29,"I Can Dream About You","Dan Hartman",55,55,55,9,False
1984-12-29,"Desert Moon","Dennis DeYoung",56,56,29,13,False
1984-12-29,"Wheels Are Turning","REO Speedwagon",57,57,57,6,False
1984-12-29,"High Crime","Al Jarreau",58,58,49,6,False
1984-12-29,"Sam Harris","Sam Harris",59,59,35,14,False
1984-12-29,"Swept Away","Diana Ross",60,60,26,14,False
1984-12-29,"Rebel Yell","Billy Idol",61,61,6,57,False
1984-12-29,"Solid","Ashford & Simpson",62,62,62,8,False
1984-12-29,"Centipede","Rebbie Jackson",63,63,63,10,False
1984-12-29,"No Brakes","John Waite",64,64,10,25,False
1984-12-29,"Out Of The Cellar","Ratt",65,65,7,41,False
1984-12-29,"Jermaine Jackson","Jermaine Jackson",66,66,19,33,False
1984-12-29,"Emergency","Kool & The Gang",67,67,67,3,False
1984-12-29,"The Magazine","Rickie Lee Jones",68,68,44,12,False
1984-12-29,"Chartbusters","Ray Parker Jr.",69,69,69,3,False
1984-12-29,"Steeltown","Big Country",70,70,70,6,False
1984-12-29,"First Offense","Corey Hart",71,71,31,25,False
1984-12-29,"Chinese Wall","Philip Bailey",72,72,72,8,False
1984-12-29,"Girls With Guns","Tommy Shaw",73,73,50,11,False
1984-12-29,"The Big Chill","Soundtrack",74,74,17,63,False
1984-12-29,"Giuffria","Giuffria",75,75,75,4,False
1984-12-29,"The Glamorous Life","Sheila E.",76,76,28,26,False
1984-12-29,"Word Of Mouth","The Kinks",77,77,77,3,False
1984-12-29,"Geffrey Morgan","UB40",78,78,60,8,False
1984-12-29,"Glorious Results Of A Misspent Youth","Joan Jett & the Blackhearts",79,79,67,10,False
1984-12-29,"You're Gettin' Even While I'm Gettin' Odd","The J. Geils Band",80,80,80,6,False
1984-12-29,"December","George Winston",81,81,54,44,False
1984-12-29,"Warrior","Scandal Featuring Patty Smyth",82,82,17,22,False
1984-12-29,"Stop Making Sense","Talking Heads",83,83,41,15,False
1984-12-29,"Who's Last","The Who",84,84,84,5,False
1984-12-29,"Camouflage","Rod Stewart",85,85,18,27,False
1984-12-29,"1999","Prince",86,86,9,111,False
1984-12-29,"Powerslave","Iron Maiden",87,87,21,14,False
1984-12-29,"Midnight Madness","Night Ranger",88,88,15,59,False
1984-12-29,"Beautiful Feelings","Rick Springfield",89,89,89,4,False
1984-12-29,"Self Control","Laura Branigan",90,90,23,36,False
1984-12-29,"Signs Of Life","Billy Squier",91,91,11,22,False
1984-12-29,"An Innocent Man","Billy Joel",92,92,4,72,False
1984-12-29,"Heartbreak","Shalamar",93,93,93,4,False
1984-12-29,"Thriller","Michael Jackson",94,94,1,106,False
1984-12-29,"Truly For You","The Temptations",95,95,95,7,False
1984-12-29,"Jukebox","Dazz Band",96,96,83,11,False
1984-12-29,"Breaking Hearts","Elton John",97,97,20,24,False
1984-12-29,"Amadeus","Soundtrack",98,98,98,6,False
1984-12-29,"Starchild","Teena Marie",99,99,99,3,False
1984-12-29,"So Good","The Whispers",100,100,100,5,False
1984-12-29,"The Blitz","Krokus",101,101,31,17,False
1984-12-29,"A Golden Celebration","Elvis Presley",102,102,102,7,False
1984-12-29,"Inside Moves","Grover Washington, Jr.",103,103,79,8,False
1984-12-29,"Love At First Sting","Scorpions",104,104,6,42,False
1984-12-29,"'74 Jailbreak","AC/DC",105,105,76,7,False
1984-12-29,"EB 84","The Everly Brothers",106,106,38,12,False
1984-12-29,"Shout At The Devil","Motley Crue",107,107,17,64,False
1984-12-29,"Sampler '84","Various Artists",108,108,108,11,False
1984-12-29,"Street Talk","Steve Perry",109,109,12,36,False
1984-12-29,"Hot House Flowers","Wynton Marsalis",110,110,90,12,False
1984-12-29,"Bananarama","Bananarama",111,111,30,31,False
1984-12-29,"Lights Out","Peter Wolf",112,112,24,21,False
1984-12-29,"Heart Over Mind","Anne Murray",113,113,92,10,False
1984-12-29,"Ghostbusters","Soundtrack",114,114,6,26,False
1984-12-29,"What's New","Linda Ronstadt & The Nelson Riddle Orchestra",115,115,3,65,False
1984-12-29,"Hard To Hold","Rick Springfield",116,116,16,34,False
1984-12-29,"The Warning","Queensryche",117,117,61,12,False
1984-12-29,"Legend: The Best Of...","Bob Marley And The Wailers",118,118,54,20,False
1984-12-29,"Just The Way You Like It","The S.O.S. Band",119,119,60,18,False
1984-12-29,"The Deed Is Done","Molly Hatchet",120,120,117,6,False
1984-12-29,"First Circle","Pat Metheny Group",121,121,91,12,False
1984-12-29,"Apollonia 6","Apollonia 6",122,122,62,10,False
1984-12-29,"Couldn't Stand The Weather","Stevie Ray Vaughan And Double Trouble",123,123,31,28,False
1984-12-29,"Tooth And Nail","Dokken",124,124,71,12,False
1984-12-29,"Behind The Gardens, Behind The Wall....","Andreas Vollenweider",125,125,125,5,False
1984-12-29,"Why Not Me","The Judds",126,126,126,5,False
1984-12-29,"Lionel Richie","Lionel Richie",127,127,3,115,False
1984-12-29,"Born To Run","Bruce Springsteen",128,128,3,46,False
1984-12-29,"The Last In Line","Dio",129,129,23,24,False
1984-12-29,"Victory","Jacksons",130,130,4,24,False
1984-12-29,"Wild Animal","Vanity",131,131,62,15,False
1984-12-29,"The Big Chill: More Songs From","Soundtrack",132,132,85,29,False
1984-12-29,"Too Good To Stop Now","John Schneider",133,133,111,7,False
1984-12-29,"Into The Gap","Thompson Twins",134,134,10,42,False
1984-12-29,"Jam On Revenge","Newcleus",135,135,74,17,False
1984-12-29,"Pink World","Planet P Project",136,136,136,5,False
1984-12-29,"The Dreams Of Children","Shadowfax",137,137,126,7,False
1984-12-29,"Primitive","Neil Diamond",138,138,35,20,False
1984-12-29,"Country","Soundtrack",139,139,139,5,False
1984-12-29,"Run D.M.C.","Run-D.M.C.",140,140,53,28,False
1984-12-29,"Reckoning","R.E.M.",141,141,27,35,False
1984-12-29,"Cats Without Claws","Donna Summer",142,142,40,15,False
1984-12-29,"New Sensations","Lou Reed",143,143,56,29,False
1984-12-29,"Roll On","Alabama",144,144,21,47,False
1984-12-29,"Under Wraps","Jethro Tull",145,145,76,10,False
1984-12-29,"Slide It In: 35th Anniversary Edition","Whitesnake",146,146,40,33,False
1984-12-29,"Ego Trip","Kurtis Blow",147,147,121,12,False
1984-12-29,"City of New Orleans","Willie Nelson",148,148,69,22,False
1984-12-29,"No Parking On The Dance Floor","Midnight Star",149,149,27,75,False
1984-12-29,"Italian X Rays","The Steve Miller Band",150,150,101,8,False
1984-12-29,"Controversy","Prince",151,151,21,51,False
1984-12-29,"Face Value","Phil Collins",152,152,7,62,False
1984-12-29,"Mannheim Steamroller Christmas","Mannheim Steamroller",153,153,153,2,False
1984-12-29,"Footloose","Soundtrack",154,154,1,46,False
1984-12-29,"Nightsongs","Earl Klugh",155,155,107,10,False
1984-12-29,"Burns Like A Star","Stone Fury",156,156,156,6,False
1984-12-29,"Stay With Me Tonight","Jeffrey Osborne",157,157,25,74,False
1984-12-29,"Rocker","Elvis Presley",158,158,158,4,False
1984-12-29,"Seven And The Ragged Tiger","Duran Duran",159,159,8,56,False
1984-12-29,"Amour","Richard Clayderman",160,160,160,6,False
1984-12-29,"Does Fort Worth Ever Cross Your Mind","George Strait",161,161,139,8,False
1984-12-29,"I've Got The Cure","Stephanie Mills",162,162,73,12,False
1984-12-29,"Condition Critical","Quiet Riot",163,163,15,22,False
1984-12-29,"John Parr","John Parr",164,164,164,3,False
1984-12-29,"Footsteps In The Dark: Greatest Hits Volume 2","Cat Stevens",165,165,165,3,False
1984-12-29,"All Over the Place","The Bangles",166,166,80,22,False
1984-12-29,"W.A.S.P.","W.A.S.P.",167,167,74,13,False
1984-12-29,"Cypress","Let's Active",168,168,138,8,False
1984-12-29,"The Dark Side Of The Moon","Pink Floyd",169,169,1,552,False
1984-12-29,"Ride The Lightning","Metallica",170,170,154,14,False
1984-12-29,"Open Mind","Jean Luc Ponty",171,171,171,4,False
1984-12-29,"Caverna Magica","Andreas Vollenweider",172,172,172,3,False
1984-12-29,"Darkness On The Edge Of Town","Bruce Springsteen",173,173,5,71,False
1984-12-29,"The River","Bruce Springsteen",174,174,1,62,False
1984-12-29,"How Will The Wolf Survive","Los Lobos",175,175,175,3,False
1984-12-29,"Stealing Fire","Bruce Cockburn",176,176,89,16,False
1984-12-29,"Love Language","Teddy Pendergrass",177,177,38,29,False
1984-12-29,"The Judds","The Judds",178,178,178,4,False
1984-12-29,"Riddles In The Sand","Jimmy Buffett",179,179,87,14,False
1984-12-29,"You, Me And He","Mtume",180,180,77,16,False
1984-12-29,"Thief Of Hearts","Soundtrack",181,181,181,2,False
1984-12-29,"Junk Culture","Orchestral Manoeuvres In The Dark",182,182,182,6,False
1984-12-29,"See You In Hell","Grim Reaper",183,183,73,19,False
1984-12-29,"Midnight Mission","Textones",184,184,184,6,False
1984-12-29,"Love Letters","Force M.D.'s",185,185,185,3,False
1984-12-29,"I Appreciate","Alicia Myers",186,186,186,4,False
1984-12-29,"Let's Dance","David Bowie",187,187,4,64,False
1984-12-29,"Forever Young","Alphaville",188,188,188,2,False
1984-12-29,"U2 Live: Under A Blood Red Sky (EP)","U2",189,189,28,56,False
1984-12-29,"Greatest Hits, Vol. 2","The Oak Ridge Boys",190,190,71,17,False
1984-12-29,"Dirty Mind","Prince",191,191,45,43,False
1984-12-29,"War","U2",192,192,12,78,False
1984-12-29,"12","Bob James",193,193,136,10,False
1984-12-29,"This Island","Eurogliders",194,194,194,2,False
1984-12-29,"March Of The Saint","Armored Saint",195,195,195,2,False
1984-12-29,"Dune","Soundtrack",196,196,196,2,False
1984-12-29,"Murmur","R.E.M.",197,197,36,30,False
1984-12-29,"Instincts","Romeo Void",198,198,68,19,False
1984-12-29,"Reflections","Rick James",199,199,41,19,False
1984-12-29,"Something Heavy Going Down","Golden Earring",200,200,158,6,False
1984-12-22,"Purple Rain (Soundtrack)","Prince And The Revolution",1,1,1,24,False
1984-12-22,"Born In The U.S.A.","Bruce Springsteen",2,2,1,27,False
1984-12-22,"Like A Virgin","Madonna",3,4,3,4,False
1984-12-22,"Private Dancer","Tina Turner",4,3,3,28,False
1984-12-22,"Arena","Duran Duran",5,7,5,4,False
1984-12-22,"Big Bam Boom","Daryl Hall John Oates",6,6,5,9,False
1984-12-22,"Volume One","The Honeydrippers",7,5,4,10,False
1984-12-22,"The Woman In Red (Soundtrack)","Stevie Wonder",8,8,4,14,False
1984-12-22,"Chicago 17","Chicago",9,11,9,30,False
1984-12-22,"Can't Slow Down","Lionel Richie",10,9,1,59,False
1984-12-22,"Sports","Huey Lewis & The News",11,10,1,64,False
1984-12-22,"Reckless","Bryan Adams",12,12,12,5,False
1984-12-22,"She's So Unusual: A 30th Anniversary Celebration","Cyndi Lauper",13,13,4,53,False
1984-12-22,"Tropico","Pat Benatar",14,15,14,5,False
1984-12-22,"Lush Life","Linda Ronstadt",15,24,15,3,False
1984-12-22,"The Unforgettable Fire","U2",16,19,12,10,False
1984-12-22,"I Feel For You","Chaka Khan",17,14,14,10,False
1984-12-22,"Valotte","Julian Lennon",18,18,18,7,False
1984-12-22,"Heartbeat City","The Cars",19,16,3,38,False
