date,title,artist,current,previous,peak,weeks,new
1967-12-30,"Pisces, Aquarius, Capricorn, And Jones Ltd.","The Monkees",1,1,1,6,False
1967-12-30,"Diana Ross And The Supremes Greatest Hits","Diana Ross & The Supremes",2,2,1,14,False
1967-12-30,"Sgt. Pepper's Lonely Hearts Club Band","The Beatles",3,3,1,28,False
1967-12-30,"Magical Mystery Tour (Soundtrack)","The Beatles",4,157,4,2,False
1967-12-30,"Their Satanic Majesties Request","The Rolling Stones",5,29,5,2,False
1967-12-30,"Doctor Zhivago","Soundtrack",6,6,1,94,False
1967-12-30,"The Sound Of Music","Soundtrack",7,7,1,146,False
1967-12-30,"Farewell To The First Golden Era","The Mamas & The Papas",8,5,5,8,False
1967-12-30,"Strange Days","The Doors",9,4,3,9,False
1967-12-30,"Dionne Warwick's Golden Hits, Part One","Dionne Warwick",10,10,10,7,False
1967-12-30,"Love, Andy","Andy Williams",11,14,11,7,False
1967-12-30,"Incense And Peppermints","Strawberry Alarm Clock",12,13,12,9,False
1967-12-30,"A Day In The Life","Wes Montgomery",13,17,13,13,False
1967-12-30,"Simply Streisand","Barbra Streisand",14,18,14,8,False
1967-12-30,"It Must Be Him","Vikki Carr",15,15,15,11,False
1967-12-30,"Disraeli Gears","Cream",16,21,16,4,False
1967-12-30,"Are You Experienced?","Jimi Hendrix",17,8,7,19,False
1967-12-30,"The Four Tops Greatest Hits","Four Tops",18,11,4,14,False
1967-12-30,"Herb Alpert's Ninth","Herb Alpert & The Tijuana Brass",19,97,19,2,False
1967-12-30,"Whipped Cream & Other Delights","Herb Alpert's Tijuana Brass",20,20,1,138,False
1967-12-30,"The Turtles! Golden Hits","The Turtles",21,23,21,7,False
1967-12-30,"To Sir, With Love","Soundtrack",22,16,16,15,False
1967-12-30,"The Doors","The Doors",23,12,2,41,False
1967-12-30,"Vanilla Fudge","Vanilla Fudge",24,9,6,16,False
1967-12-30,"To Sir With Love","Lulu",25,24,24,8,False
1967-12-30,"Sounds Like...","Herb Alpert & The Tijuana Brass",26,27,1,31,False
1967-12-30,"Release Me","Engelbert Humperdinck",27,22,7,29,False
1967-12-30,"Headquarters","The Monkees",28,28,1,30,False
1967-12-30,"!!Going Places!!","Herb Alpert & The Tijuana Brass",29,30,1,116,False
1967-12-30,"The Temptations Greatest Hits","The Temptations",30,26,5,55,False
1967-12-30,"Camelot","Soundtrack",31,36,31,8,False
1967-12-30,"The Cowsills","The Cowsills",32,35,32,9,False
1967-12-30,"Born Free","Andy Williams",33,32,5,34,False
1967-12-30,"Ode To Billie Joe","Bobbie Gentry",34,34,1,16,False
1967-12-30,"Bee Gees' 1st","Bee Gees",35,25,7,19,False
1967-12-30,"Groovin'","The Rascals",36,31,5,21,False
1967-12-30,"The Look Of Love","Claudine Longet",37,33,33,12,False
1967-12-30,"Welcome To My World","Dean Martin",38,38,20,18,False
1967-12-30,"Gone With The Wind","Soundtrack",39,40,39,12,False
1967-12-30,"Aretha Arrives","Aretha Franklin",40,19,5,19,False
1967-12-30,"Hawaiian Album","Ray Conniff",41,43,41,10,False
1967-12-30,"For A Few Dollars More And Other Motion Picture Themes","L",42,42,42,17,False
1967-12-30,"A Man And A Woman","Soundtrack",43,44,10,59,False
1967-12-30,"More Of The Monkees","The Monkees",44,47,1,48,False
1967-12-30,"All Mitch Ryder Hits!","Mitch Ryder And The Detroit Wheels",45,46,45,12,False
1967-12-30,"Buffalo Springfield Again","Buffalo Springfield",46,48,46,7,False
1967-12-30,"The Byrds' Greatest Hits","The Byrds",47,41,6,18,False
1967-12-30,"Fresh Cream","Cream",48,51,48,34,False
1967-12-30,"SRO","Herb Alpert & The Tijuana Brass",49,49,2,56,False
1967-12-30,"Insight Out","The Association",50,45,8,24,False
1967-12-30,"Revenge","Bill Cosby",51,54,2,34,False
1967-12-30,"Surrealistic Pillow","Jefferson Airplane",52,50,3,41,False
1967-12-30,"Ravi Shankar At The Monterey International Pop Festival","Ravi Shankar",53,53,53,7,False
1967-12-30,"Smiley Smile","The Beach Boys",54,52,41,14,False
1967-12-30,"The Best Of Wilson Pickett","Wilson Pickett",55,56,55,8,False
1967-12-30,"Clambake","Elvis Presley",56,61,56,5,False
1967-12-30,"I Never Loved A Man The Way I Love You","Aretha Franklin",57,55,2,39,False
1967-12-30,"With Love - Cher","Cher",58,58,58,7,False
1967-12-30,"With A Lot O' Soul","The Temptations",59,57,7,21,False
1967-12-30,"Alice's Restaurant","Soundtrack",60,67,60,7,False
1967-12-30,"Super Hits","Various Artists",61,59,12,22,False
1967-12-30,"Make It Happen","The Miracles",62,39,28,14,False
1967-12-30,"When The Snow Is On The Roses","Ed Ames",63,80,63,3,False
1967-12-30,"Respect","Jimmy Smith",64,64,60,13,False
1967-12-30,"Album 1700","Peter, Paul & Mary",65,62,15,18,False
1967-12-30,"Soul Men","Sam & Dave",66,66,66,7,False
1967-12-30,"The Windows Of The World","Dionne Warwick",67,65,22,16,False
1967-12-30,"Mary In The Morning","Al Martino",68,72,68,12,False
1967-12-30,"Dancing In The Street","Ramsey Lewis",69,70,69,10,False
1967-12-30,"Bill Cosby Sings/Silver Throat","Bill Cosby",70,74,18,18,False
1967-12-30,"What Now My Love","Herb Alpert & The Tijuana Brass",71,78,1,86,False
1967-12-30,"Man Of La Mancha","Original Cast",72,71,31,102,False
1967-12-30,"The Last Waltz","Engelbert Humperdinck",73,129,73,2,False
1967-12-30,"Claudine","Claudine Longet",74,73,11,38,False
1967-12-30,"Lonely Bull","Herb Alpert & The Tijuana Brass",75,75,10,110,False
1967-12-30,"The Lettermen!!!...And 'Live!'","The Lettermen",76,77,76,6,False
1967-12-30,"The John Gary Carnegie Hall Concert","John Gary",77,76,76,13,False
