date,title,artist,current,previous,peak,weeks,new
1968-12-28,"The Beatles [White Album]","The Beatles",1,2,1,3,False
1968-12-28,"Wichita Lineman","Glen Campbell",2,1,1,7,False
1968-12-28,"Cheap Thrills","Big Brother And The Holding Company",3,3,1,18,False
1968-12-28,"The Second","Steppenwolf",4,5,4,13,False
1968-12-28,"Wildflowers","Judy Collins",5,6,5,52,False
1968-12-28,"Electric Ladyland","The Jimi Hendrix Experience",6,7,1,11,False
1968-12-28,"Feliciano!","Jose Feliciano",7,4,2,24,False
1968-12-28,"In-A-Gadda-Da-Vida","Iron Butterfly",8,9,5,24,False
1968-12-28,"Gentle On My Mind","Glen Campbell",9,8,5,44,False
1968-12-28,"Time Peace/The Rascals' Greatest Hits","The Rascals",10,10,1,25,False
1968-12-28,"Fool On The Hill","Sergio Mendes",11,18,11,4,False
1968-12-28,"Wheels Of Fire","Cream",12,13,1,25,False
1968-12-28,"Diana Ross & The Supremes Join The Temptations","Diana Ross & The Supremes",13,23,13,5,False
1968-12-28,"Aretha In Paris","Aretha Franklin",14,14,14,6,False
1968-12-28,"Funny Girl (Soundtrack)","Barbra Streisand",15,15,15,65,False
1968-12-28,"Are You Experienced?","Jimi Hendrix",16,11,5,71,False
1968-12-28,"200 M.P.H.","Bill Cosby",17,17,17,10,False
1968-12-28,"Bobbie Gentry & Glen Campbell","Bobbie Gentry & Glen Campbell",18,12,11,12,False
1968-12-28,"Hickory Holler Revisited","O.C. Smith",19,21,19,29,False
1968-12-28,"Love Child","The Supremes",20,53,20,3,False
1968-12-28,"A New Time-A New Day","The Chambers Brothers",21,16,16,12,False
1968-12-28,"Incredible","Gary Puckett And The Union Gap",22,22,22,9,False
1968-12-28,"The Hurdy Gurdy Man","Donovan",23,20,20,11,False
1968-12-28,"Shine On Brightly","Procol Harum",24,24,24,12,False
1968-12-28,"Bookends","Simon & Garfunkel",25,25,1,36,False
1968-12-28,"The Time Has Come","The Chambers Brothers",26,19,4,46,False
1968-12-28,"Beggars Banquet","The Rolling Stones",27,33,27,3,False
1968-12-28,"By The Time I Get To Phoenix","Glen Campbell",28,37,15,53,False
1968-12-28,"Sailor","The Steve Miller Band",29,26,24,9,False
1968-12-28,"Turn Around, Look At Me","The Vogues",30,29,29,17,False
1968-12-28,"The Yard Went On Forever...","Richard Harris",31,34,31,7,False
1968-12-28,"Live At The Apollo, Volume II","James Brown",32,36,32,17,False
1968-12-28,"Traffic","Traffic",33,38,33,5,False
1968-12-28,"A Happening In Central Park","Barbra Streisand",34,30,30,12,False
1968-12-28,"Johnny Cash At Folsom Prison","Johnny Cash",35,35,13,29,False
1968-12-28,"Late Again","Peter, Paul & Mary",36,27,14,16,False
1968-12-28,"A Man Without Love","Engelbert Humperdinck",37,28,12,19,False
1968-12-28,"Harper Valley P.T.A.","Jeannie C. Riley",38,31,12,12,False
1968-12-28,"Honey","Andy Williams",39,42,9,30,False
1968-12-28,"Living The Blues","Canned Heat",40,45,40,4,False
1968-12-28,"The Graduate","Soundtrack",41,39,1,42,False
1968-12-28,"Waiting For The Sun","The Doors",42,44,1,21,False
1968-12-28,"Parsley, Sage, Rosemary And Thyme","Simon & Garfunkel",43,41,4,112,False
1968-12-28,"Aretha Now","Aretha Franklin",44,49,3,25,False
1968-12-28,"Souled","Jose Feliciano",45,51,45,4,False
1968-12-28,"Truth","Jeff Beck",46,46,15,19,False
1968-12-28,"Special Occasion","Smokey Robinson & The Miracles",47,43,43,13,False
1968-12-28,"Look Around","Sergio Mendes",48,47,5,43,False
1968-12-28,"Steppenwolf","Steppenwolf",49,40,6,43,False
1968-12-28,"Beat Of The Brass","Herb Alpert & The Tijuana Brass",50,52,1,34,False
1968-12-28,"The Doors","The Doors",51,60,2,93,False
1968-12-28,"Disraeli Gears","Cream",52,50,4,56,False
1968-12-28,"In Search Of The Lost Chord","The Moody Blues",53,32,23,16,False
1968-12-28,"The Crazy World Of Arthur Brown","Arthur",54,54,7,17,False
1968-12-28,"Super Session","Mike Bloomfield",55,57,12,18,False
1968-12-28,"Diana Ross And The Supremes Greatest Hits","Diana Ross & The Supremes",56,63,1,66,False
1968-12-28,"Honey","Ray Conniff",57,66,22,31,False
1968-12-28,"Live At London's Talk Of The Town","The Supremes",58,59,58,13,False
1968-12-28,"Doctor Zhivago","Soundtrack",59,72,1,146,False
1968-12-28,"Realization","Johnny Rivers",60,58,5,27,False
1968-12-28,"Vanilla Fudge","Vanilla Fudge",61,61,6,68,False
1968-12-28,"Dean Martin's Greatest Hits! Vol. 1","Dean Martin",62,48,26,31,False
1968-12-28,"Sgt. Pepper's Lonely Hearts Club Band","The Beatles",63,62,1,80,False
1968-12-28,"Crown Of Creation","Jefferson Airplane",64,69,6,17,False
1968-12-28,"The Sound Of Music","Soundtrack",65,80,1,198,False
1968-12-28,"The Sea","San Sebastian",66,74,52,93,False
1968-12-28,"Sounds Of Silence","Simon & Garfunkel",67,65,21,96,False
1968-12-28,"2001: A Space Odyssey","Soundtrack",68,55,24,25,False
1968-12-28,"The Box Tops Super Hits","The Box Tops",69,71,69,4,False
1968-12-28,"Shades Of Deep Purple","Deep Purple",70,56,24,17,False
1968-12-28,"Fresh Cream","Cream",71,68,39,86,False
1968-12-28,"Hair","Original Cast Recording",72,70,37,22,False
1968-12-28,"Bare Wires","John Mayall",73,67,59,16,False
1968-12-28,"Frank Sinatra's Greatest Hits!","Frank Sinatra",74,79,55,17,False
1968-12-28,"You're All I Need","Tammi Terrell",75,73,60,15,False
1968-12-28,"Golden Grass","The Grass Roots",76,90,76,6,False
1968-12-28,"The Good, The Bad And The Ugly","Soundtrack",77,75,4,47,False
1968-12-28,"Dionne Warwick's Golden Hits, Part One","Dionne Warwick",78,76,10,59,False
1968-12-28,"Idea","Bee Gees",79,81,17,18,False
1968-12-28,"Aretha: Lady Soul","Aretha Franklin",80,82,2,45,False
1968-12-28,"Renaissance","Vanilla Fudge",81,83,20,25,False
1968-12-28,"The Temptations Greatest Hits","The Temptations",82,77,5,107,False
1968-12-28,"Wish It Would Rain","The Temptations",83,87,13,32,False
1968-12-28,"Wild In The Streets","Soundtrack",84,78,12,26,False
