chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-01-08,1,All I Want For Christmas Is You,Mariah Carey,1,1,51
2022-01-08,2,Easy On Me,Adele,5,1,12
2022-01-08,3,Rockin' Around The Christmas Tree,Brenda Lee,2,2,45
2022-01-08,4,Jingle Bell Rock,Bobby Helms,3,3,42
2022-01-08,5,A Holly Jolly Christmas,Burl Ives,4,4,26
2022-01-08,6,Stay,The Kid LAROI & Justin Bieber,9,1,25
2022-01-08,7,Heat Waves,Glass Animals,15,7,50
2022-01-08,8,It's The Most Wonderful Time Of The Year,Andy Williams,6,5,27
2022-01-08,9,Shivers,Ed Sheeran,23,5,16
2022-01-08,10,Feliz Navidad,Jose Feliciano,8,6,20
2022-01-08,11,Last Christmas,Wham!,7,7,25
2022-01-08,12,Industry Baby,Lil Nas X & Jack Harlow,22,1,23
2022-01-08,13,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,17,12,12
2022-01-08,14,Need To Know,Doja Cat,24,8,29
2022-01-08,15,Sleigh Ride,The Ronettes,10,10,16
2022-01-08,16,Super Gremlin,Kodak Black,26,16,8
2022-01-08,17,abcdefu,GAYLE,27,15,6
2022-01-08,18,The Christmas Song (Merry Christmas To You),Nat King Cole,11,11,32
2022-01-08,19,Bad Habits,Ed Sheeran,31,2,27
2022-01-08,20,Cold Heart (PNAU Remix),Elton John & Dua Lipa,29,11,17
2022-01-08,21,Underneath The Tree,Kelly Clarkson,13,12,15
2022-01-08,22,Christmas (Baby Please Come Home),Darlene Love,16,16,12
2022-01-08,23,Santa Tell Me,Ariana Grande,18,17,13
2022-01-08,24,Rudolph The Red-Nosed Reindeer,Gene Autry,19,16,17
2022-01-08,25,White Christmas,Bing Crosby,21,12,25
2022-01-08,26,Run Rudolph Run,Chuck Berry,25,10,14
2022-01-08,27,Happy Holiday / The Holiday Season,Andy Williams,20,18,13
2022-01-08,28,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),32,5,8
2022-01-08,29,(There's No Place Like) Home For The Holidays,Perry Como,28,22,12
2022-01-08,30,Broadway Girls,Lil Durk Featuring Morgan Wallen,14,14,2
2022-01-08,31,Good 4 U,Olivia Rodrigo,38,1,33
2022-01-08,32,Ghost,Justin Bieber,39,32,14
2022-01-08,33,Fancy Like,Walker Hayes,45,3,28
2022-01-08,34,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,12,8,19
2022-01-08,35,Thats What I Want,Lil Nas X,49,10,15
2022-01-08,36,Essence,Wizkid Featuring Justin Bieber & Tems,-,9,25
2022-01-08,37,Jingle Bells,Frank Sinatra,33,33,4
2022-01-08,38,Kiss Me More,Doja Cat Featuring SZA,-,3,37
2022-01-08,39,One Right Now,Post Malone & The Weeknd,50,6,8
2022-01-08,40,Oh My God,Adele,57,5,6
2022-01-08,41,Christmastime Is Here,Vince Guaraldi Trio,48,41,2
